"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"ACTTP5","-0.027316587","-1.849703283"," 0.114292517"," 0.3110504492","-0.84301290","-1.087297480"," 0.9088081485"," 0.0898198014"," 0.1410185778"," 0.235452449"," 0.125007898"," 1.7589585086","-0.065142651","-0.345610013","-0.092130331","-0.755973024","-0.504935400"," 0.126381530"," 0.4179221687","-0.1182237659"," 0.040162867","-0.126929387","-0.329116191","-0.980156984"," 0.1073015231"," 0.0992082077","-0.1220649732","-0.180454049","-0.330549868"," 0.1664396661"," 0.5953151230"," 0.282937216"," 1.196035785"," 0.297160350"," 0.369307815","-0.230980675","-0.196548145"," 0.826672943"," 0.706940463","-0.222687062","-0.021209510","-0.1171552495","-0.713872028"," 0.058369467"," 0.700895802","-0.7095597847","-0.41246748"," 0.374782289","-0.0821950844","-0.11218169"," 0.3960880218","-0.474843514"," 0.749434146","-0.315472646"," 0.016522061","-0.0979932438"," 1.405340e-01","-0.078239365","-0.496010032"," 0.874772792","-0.116275351"," 0.602983756"," 7.231580e-02"," 0.1311795705"," 0.45757797"," 0.1124342728","-0.169054684","-0.271164784","-0.1067360897"," 1.355824243","-0.163155933"," 0.606732612","-0.2454584975","-0.802213241","-0.1688868393","-0.161984802","-0.593653095","-0.113886181"," 1.493362257","-0.483878528"," 0.216009901","-0.229487896","-0.893154781"," 0.139003096"," 1.226606192"," 0.389050712"," 1.156985979","-1.641621932"," 0.335342289","-0.71134134"," 0.507265175"," 0.523071746","-0.7661924788","-0.286613800","-1.004229432"," 1.062842e-02"," 0.0863522231","-0.149043190"," 0.27602046"," 4.348253e-01"," 0.534711356","-0.229423631","-0.7183068260","-0.338780739"," 0.213815151","-0.389429912","-0.153506930"," 0.5076886262"," 0.377523531","-0.029678560"," 0.0318470427","-0.902522350"," 1.497392000","-0.113621013"," 0.199079675"," 0.20062051","-0.659746787","-0.2270215874","-1.0028763472","-0.201358226","-0.819587446","-0.283893617"," 0.17532678"," 0.348776477","-1.522531413",2,2,"ACTd"
"ML_7_H1"," 0.409124218","-0.119683593"," 0.205364855","-0.0005416435"," 0.73024941"," 0.171294066","-0.1244146313"," 0.6639195302"," 0.6186470471"," 0.783387813","-0.878275840","-0.2273399040"," 0.632954151"," 0.166809514"," 0.346179711","-0.283183109","-0.262173633"," 0.009156192"," 0.4181116927","-0.1830838845"," 0.696396906","-0.550546431","-0.011927297","-0.463783955"," 0.2309142551"," 0.0365191483"," 0.5318233904","-1.211730566"," 0.571617868"," 0.8808146460","-0.4584496056"," 0.109403873","-0.246186088","-0.178376164"," 0.213777254"," 0.429883626","-0.488758760"," 0.830442205","-0.473622115"," 0.216839594","-0.027949094","-0.6594917718"," 0.208474426","-0.154867092"," 0.464243833"," 0.2844252712","-0.22909618","-0.380534941"," 0.0577779377"," 0.32858807"," 0.0197223510"," 0.286811063","-0.651797419","-0.762879475"," 0.126554535"," 0.0220144752","-4.451680e-01","-0.117300163"," 0.529313875"," 0.511506309","-0.563612466"," 0.192351424","-4.430499e-01"," 0.4964807376"," 0.48358341"," 0.5090079699"," 1.381613681"," 0.182821488"," 0.3358842993","-1.034930999"," 0.112542775"," 0.923253973","-0.1317099652","-0.247695638","-0.9277023397","-0.006918635","-0.436843996","-0.852103192","-0.012774107","-0.144204774","-0.102516664","-1.170097348"," 0.073648493"," 0.656873367"," 0.650089415"," 1.051945582"," 0.498882345","-0.163281493"," 0.528717744","-0.13924109","-0.789166281","-0.328237371"," 0.0630277666"," 0.307033474","-0.788327959"," 2.475465e-01","-0.5488825432"," 0.147563760","-0.11943690"," 2.107257e-01"," 0.260677164"," 0.275048528","-0.5270685025"," 0.036587662"," 0.268154668"," 0.428605768","-0.002444691","-0.2937046358","-0.495902620"," 0.175120277"," 0.1512271552","-1.616078779","-0.020807183"," 0.006273720"," 0.543334485"," 0.04380847","-0.602821991"," 0.4970509573","-0.7171114437"," 0.742802184"," 0.885055020"," 0.561075159"," 0.76929046"," 0.257238280"," 0.319219353",3,3,"ML_7"
"ML_7_H2"," 0.289426667","-0.088981355"," 0.225836892","-0.0151109074"," 1.03413592"," 0.290600025"," 0.0514703070"," 0.5172434953"," 0.6107436363"," 0.766715304","-0.947343950","-0.1617336985"," 0.663620520","-0.210674660"," 0.591123180","-0.129984659"," 0.009530188"," 0.220179149"," 0.5133514364","-0.0996289155"," 0.659262395","-0.925955978"," 0.118442476","-0.132382013"," 0.1287457364"," 0.5250246091"," 0.4843555741","-0.720295320"," 0.587889281"," 0.3154000029","-0.7207025762"," 0.646579792"," 0.239548035","-0.089709325"," 0.224482984","-0.771564077","-0.606171269"," 0.972002181","-0.604932611"," 0.155531423","-0.059716112","-0.7273651437","-0.089542080"," 0.226381098"," 0.700419903"," 0.4420801876"," 0.01026495","-0.195098816","-0.1700988355"," 0.23222129"," 0.0435640376"," 0.330525932","-0.360244118","-0.704067846","-0.515704705"," 0.0290571433","-7.605009e-01","-0.442216012"," 0.267217676"," 0.127610870","-0.463848255"," 0.245416413","-9.990052e-02"," 0.3475569569"," 0.57699104"," 0.5832715422"," 0.554136004"," 0.493172238"," 0.2489086969","-0.597597940"," 0.110777540"," 0.974641776","-0.5580203106","-0.143639474","-1.1307077494"," 0.740576402","-0.497215787","-0.857354611"," 0.082856595","-0.338604673","-0.067523754","-1.202790976","-0.060170474"," 0.495204194"," 0.471501707"," 1.357396584"," 0.476630155"," 0.289974538"," 0.987531976","-0.15399995","-0.441921460","-0.331284288","-0.0318315137","-0.156452290","-0.981579835"," 2.405135e-01","-0.6066606283","-0.191620914","-0.07693573"," 3.220408e-01"," 0.479992608"," 0.235623385","-0.2915469404"," 0.013916170"," 0.266985138"," 0.509092131","-0.452815216","-0.3847242556","-0.274458212"," 0.061254921"," 0.3681786655","-1.771565828"," 0.049020037","-0.066152719"," 0.478752651"," 0.02423105","-0.532006601"," 0.5153645196","-0.4937543917"," 0.321815822"," 1.051723697"," 0.484075731"," 0.67288379"," 0.559207769"," 0.281208645",3,3,"ML_7"
"ML_7_H4"," 0.318901060"," 0.072497828"," 0.018675555"," 0.2964812339"," 0.91656917"," 0.203658365","-0.1430563105"," 0.3967933747"," 0.2799882539"," 0.715023644","-0.952678322","-0.2058749238"," 0.275564868"," 0.028096407"," 1.152762777","-0.601936462","-0.070465804"," 0.080349376"," 0.2683786907","-0.1603121260"," 0.511258848","-0.547822489","-0.093388293","-0.318761438"," 0.0295698920"," 0.1050374574"," 0.6446030150","-0.519368115"," 0.544740200"," 0.4573583321","-0.6522674154"," 0.321650066","-0.181735372"," 0.203317786"," 0.080498134","-0.073458398","-0.816578738"," 0.802190426","-0.405193966"," 0.211657490","-0.117552533","-0.8934721568"," 0.306688898","-0.097266212"," 0.744104562"," 0.4528587324"," 0.27513931","-0.441591622","-0.0793278874"," 0.26670151"," 0.0920811706","-0.015455475","-0.342030066","-0.679862399"," 0.401182632"," 0.1429218295","-5.905855e-01","-0.179439741"," 0.298406005","-0.120599367","-0.357600172"," 0.186933996","-2.888018e-01"," 0.4680497070"," 0.77948929"," 0.3587773880"," 0.546061286"," 0.133268916"," 0.1791204450","-0.859856909","-0.121917335"," 0.753260414","-0.1030351069","-0.140730699","-0.9265466196","-0.287852722","-0.496492136","-0.864147999","-0.373961791","-0.372847272","-0.032763126","-1.235541646"," 0.038822155"," 0.450501601"," 0.568112798"," 0.996883997"," 0.137477674"," 0.213451872"," 0.552237804","-0.09451182","-0.387677248","-0.303406842"," 0.0916149170","-0.201303135","-0.712542990"," 4.272374e-01","-0.5577325993","-0.123722063","-0.11370141"," 1.796621e-02"," 0.330061156"," 0.142119256","-0.5193108223"," 0.002945456"," 0.368240967"," 0.433280899","-0.325850227"," 0.0418738009","-0.107129775","-0.061248835"," 0.2999301821","-1.386569518","-0.145169835","-0.240445799"," 0.283255920","-0.09034344","-0.341509157"," 0.4280131906","-0.5264901821"," 0.509667368"," 0.772509814"," 0.332434121"," 0.69849072"," 0.363289011"," 0.230595696",3,3,"ML_7"
"ML_7_H6"," 0.286227967"," 0.318134859"," 0.011787464"," 0.2662182279"," 1.03802016"," 0.273506260"," 0.2423608064"," 0.4912306853","-0.4885601986"," 0.508398244","-0.874405185"," 0.0853227855"," 0.106295221","-0.637752250"," 0.762695038"," 0.041894735"," 0.311798572"," 0.152394557"," 0.2304152598","-0.6196054155"," 0.678645322","-1.072363174","-0.580935533","-0.108208035"," 0.0258817677","-0.2339859527"," 0.4178570061","-0.580113902"," 0.220283225"," 0.6578988446","-0.6597008284"," 0.114353114"," 0.209148237","-0.209051793"," 0.359544884","-1.764416657","-0.549712449"," 0.147572239","-0.394548099"," 0.152569113","-0.205029056","-0.4512291488","-0.015150452","-0.145215046"," 0.717952340"," 0.6359476709"," 0.12159641","-0.279930869","-0.1180362538"," 0.42339367","-0.3055342199"," 0.536312885","-0.451319525","-0.583062853"," 0.189829897"," 0.0497333649","-4.800860e-01","-0.272246140"," 0.431000704","-0.393242557","-0.433676486"," 0.037474886","-1.254861e-01"," 0.4224166734"," 0.49947747"," 0.2978964138","-0.505467631","-0.182076438","-0.2041825171","-1.050083685","-0.098053448"," 0.882654191"," 0.0005647685"," 0.013089229","-0.8466543611","-0.310125765","-0.531478352","-1.351453812"," 0.116604325","-0.319259023","-0.139796799","-0.710279012"," 0.173314478"," 0.482686940","-1.565266491"," 0.868033005"," 0.345155038"," 0.219724599"," 0.488692408","-0.64831356","-0.316791699","-0.242099801"," 0.3065607042","-1.021341058","-0.060022757"," 9.014643e-01","-0.9221943670"," 0.180134912","-0.11021971"," 1.177058e-01"," 0.219825571","-0.239064887","-0.2440992810"," 0.104381456"," 0.278779186"," 0.222256270","-0.339529391","-0.4207155338","-0.214207665"," 0.092481076"," 0.4968569091","-0.906081420","-0.881648505"," 0.689013262"," 0.354230052"," 0.15355584","-0.364345539"," 0.5082519227","-0.6267040468"," 0.397144091"," 0.980810333"," 0.638199027"," 0.68136782"," 0.451188366"," 0.653656174",3,3,"ML_7"
"ML_7_H8"," 0.622939985"," 0.047234608"," 0.212151991","-0.3645635330"," 1.07607143"," 0.184849747"," 0.0373611352"," 0.6999315978"," 0.1861235518"," 0.529730033","-0.776380876","-0.2757285699"," 0.557542475","-0.384610293"," 0.763313854","-0.334271435","-0.461735523","-0.107040015"," 0.7739460120"," 0.2511630297"," 0.436332979","-0.842474843"," 0.165536393","-0.190703946"," 0.2271459843"," 0.7176759704"," 0.1308570839","-0.882282494"," 0.403319084"," 0.4408917715","-0.8067667507"," 0.130447711","-0.862672415"," 0.482620102"," 0.879592939"," 0.130867043","-0.456213418"," 1.015098814","-0.197310550"," 0.150747516"," 0.148643244","-0.9057537583","-0.083541792","-0.436008629"," 0.325631903"," 0.9280969732","-0.19370817","-0.036647826"," 0.2348901666"," 0.45864650","-0.2018917294","-0.055853861","-1.062262709","-1.109811639"," 0.409373825","-0.2909634298","-3.493134e-01"," 0.183755009"," 0.277691894"," 0.076960485","-0.220397968"," 0.461504280","-1.937892e-01"," 0.6426841392"," 1.20039197"," 0.7294473121"," 1.021705060"," 0.436365522"," 0.3002878634","-1.257125588","-0.317721859"," 1.138935213","-0.3657339168"," 0.251113047","-1.0895598986","-0.134265078","-0.896274533","-0.848971006","-0.444751518","-0.692163884","-0.006796874","-1.291195056","-0.087491698"," 0.923391340"," 0.453114026"," 1.173670548"," 0.297203759","-0.282261152"," 0.712597400","-0.28293678","-0.363785258"," 0.012336529","-0.2246010459"," 0.017416062","-0.654274469","-1.581374e-01","-0.5785350741","-0.426523194","-0.59523632"," 9.547982e-03"," 0.434626604"," 0.009532374","-0.3729004376"," 0.132604737"," 0.181241890"," 0.665611714","-0.616983869","-0.1385668380","-0.484688680","-0.074464429"," 0.2563759425","-1.332343687","-0.158970388","-0.141837410"," 0.395662710","-0.13502182"," 0.173022593"," 0.2031440335","-0.2582202706"," 0.592242170"," 0.741733735"," 0.226582754"," 0.62349574","-0.075864813"," 0.100952557",3,3,"ML_7"
"ML_7_H10"," 0.031672403"," 0.298122249"," 0.047572144"," 0.1091032431"," 0.76391411"," 0.259880232","-0.0866852967","-0.0076950583"," 0.6526372929"," 0.119525801","-0.914373966"," 0.2676309602","-0.277833182","-0.284893424"," 0.004728078","-1.095684195","-0.472691613","-0.225480141","-0.1505873423","-0.1412058711"," 0.210000279","-0.266693390","-0.328343084"," 0.085888110","-0.2475270322"," 0.1084361036","-0.0462771591","-0.203755235"," 0.306431697","-0.3631035621","-0.1630321262"," 0.334828934","-0.279742649"," 0.346123045","-0.025945028"," 0.113031397"," 0.001412483"," 0.499226751","-0.319122427"," 0.048759277"," 0.185729147","-0.1253045338","-0.082943995","-0.030088320"," 0.050599313","-0.3086911979","-0.09822164"," 0.045756509","-0.1799096014"," 0.37150330"," 0.2856709126"," 0.070226418"," 0.584015666","-0.155702911","-0.107343417","-0.2352898889","-1.912675e-01","-0.375033517","-0.110635719"," 0.105040317"," 0.323422524"," 0.108621899"," 1.403167e-01"," 0.0508685314"," 0.54145815"," 0.1772376697"," 0.811057416","-0.013715842"," 0.1859876139","-0.024649326","-0.121146763"," 0.227851513","-0.5629941651","-0.121409487","-0.4534516042","-0.088485525"," 0.024670974"," 0.079236512","-0.887673738","-0.239386693"," 0.180771152","-0.331160969"," 0.137604139","-0.063395368"," 0.181785430"," 0.123998360"," 0.023019484"," 0.463074033","-0.317355416","-0.07933030","-0.442357266","-0.174509032"," 0.2296326374"," 0.196531148","-0.547102285"," 4.449116e-01"," 0.2382384539","-0.272467080"," 0.08441433","-3.073366e-01"," 0.554088638","-0.152236454","-0.4013984341","-0.240007799"," 0.664940035"," 0.188936541","-0.536041274","-0.1717040892","-0.646552730","-0.226624378","-0.1641669240","-0.607963803"," 0.177537551","-0.441274937"," 0.330279442","-0.04368766","-0.491029464","-0.1967960752","-0.3520470248"," 0.293616949"," 0.052514511"," 0.124863997"," 0.00460641","-0.189762004","-0.903517283",3,3,"ML_7"
"ML_7_H12","-0.028342590","-0.085560883","-0.033055967","-0.2452678539"," 0.18441603"," 0.024329850","-0.0298477317","-0.4591188626"," 0.3891929991"," 0.643902286","-0.903523527"," 0.3932845271","-0.663256937","-0.547026517","-0.054464951","-0.664382691","-0.576443598"," 0.049499195","-0.0191056815","-0.3065727973","-0.076170558","-0.244013548","-0.196534826"," 0.157188225","-0.1579366680"," 0.0537100090"," 0.2644303619","-0.528208272"," 0.416217943","-0.3444395557","-0.0736901190","-0.036678874","-0.756505620"," 0.367189545","-0.416267255","-0.211389295","-0.212604724"," 0.922826256","-0.606721240","-0.076409470"," 0.256182823","-0.0105086399","-0.438193967","-0.391526507"," 0.379436571"," 0.5028240962"," 0.16686363","-0.104775552"," 0.1515366533"," 0.45639820"," 0.3619641119","-0.003164535"," 0.036435451","-0.484462410"," 0.353945285","-0.1995876659"," 1.234333e-01","-0.355613456","-0.358349872","-0.222116288"," 0.377399349"," 0.174951233"," 1.593544e-01"," 0.1989905249"," 0.07889643"," 0.0317914625"," 0.320529774","-0.480901590"," 0.0186092989"," 0.587506623","-0.319293822","-0.001956810","-0.3909213103","-0.341044129","-0.2672222332","-0.254820833","-0.052879115"," 0.014704928"," 0.680886315"," 0.044308914"," 0.453364394","-0.069227063"," 0.003999854","-0.103703679","-0.328988901","-0.081238093"," 0.347622336","-0.348654145","-0.520622750"," 0.53658234","-0.616879131"," 0.067595522"," 0.2591997429","-0.162205019","-0.448145872"," 4.336043e-01"," 0.3421999305","-0.294911412","-0.04290429","-2.336956e-01"," 0.641773477","-0.164416493","-0.3772800676","-0.418539798"," 0.775359811"," 0.039267716","-0.525374507","-0.5407979795","-0.138273073","-0.267095389","-0.0823218769","-0.324328586"," 0.242351952","-0.277499800"," 0.335266933"," 0.11083588","-0.459143399","-0.4446855760","-0.2954743129"," 0.220520899","-0.315543245","-0.244815776"," 0.29462643","-0.059394100","-1.452819761",3,3,"ML_7"
"W7_H1","-0.140843916","-0.079974454","-0.207598638"," 0.1200263051"," 1.07372771","-0.306903970"," 0.2895592693"," 0.3468129035"," 0.3586683548"," 0.055132404","-0.712895573","-0.1900077936"," 0.141971935","-0.536086089"," 0.671849905","-0.321159320"," 0.145640562","-0.399406663"," 0.3642359823"," 0.0829415862"," 0.310787430"," 0.063559340"," 0.271906673","-0.909976170"," 0.0885773059","-0.3451140986"," 0.5002360363","-0.757747938"," 0.302822530"," 1.0083603869","-0.5763939857"," 0.028884412"," 0.199260843"," 0.148260087","-0.193270729","-0.256344861","-0.556193720"," 1.090731751","-0.228758339"," 0.221904038"," 0.238865051","-0.2028182501"," 0.315713011","-0.111283297","-0.037545005"," 0.8162680249","-0.24931613","-0.615600863"," 0.2424612031"," 0.07777226"," 0.0485169303"," 0.088545420","-0.742088287","-0.582776799"," 0.253368687"," 0.4095480067","-1.283533e-01"," 0.376996885"," 0.102938370"," 0.257802340","-0.362148808","-0.019197590"," 3.989231e-02"," 0.3913724270"," 0.72599908"," 0.2715840478"," 0.360041774"," 0.030031611"," 0.0171024591","-0.625700123","-0.598702068"," 0.395933365"," 0.8795658637"," 0.175262106","-0.5524961969","-0.360117426","-0.206832962","-0.772896776"," 0.234574178"," 0.103828210","-0.264740523","-0.911240055","-0.383821501"," 0.474226992"," 0.692284719"," 0.064369248"," 0.110721226"," 0.310707615"," 0.101335181","-0.09892595","-0.288785321","-0.373962589","-0.3915677898"," 0.043662861","-0.514028184"," 4.166988e-01","-0.2139118202","-0.239761378","-0.29445186","-1.755780e-01","-0.097471572","-0.016828509","-0.5988300845","-0.006204569"," 0.981640953"," 0.413475560"," 0.277428207"," 0.1943551833"," 0.232270326","-0.205497416","-0.1517899086","-1.205633445","-0.008491105","-0.614699385"," 0.266513959","-0.21993173","-0.415621955"," 0.1570318055","-0.2943142678"," 0.378469140"," 1.308383776"," 0.574950139"," 0.50871613"," 0.426179816"," 0.790651074",4,3,"W_7"
"W7_H2","-0.069354853"," 0.192127905"," 0.018755729"," 0.1671173559"," 1.00980174","-0.136188436"," 0.3195365625"," 0.3315340136"," 0.4967775707"," 0.151676284","-0.419274046","-0.1275046403"," 0.029343835","-0.542138896"," 0.602737201","-0.276907741"," 0.515985536","-0.200157337"," 0.2494119347","-0.0470598766"," 0.446292837","-1.334929888"," 0.332747932","-0.161937669","-0.1517778996","-0.2907364331"," 0.9540834101","-0.373211506"," 0.099379211"," 0.2709611129","-0.4596539903"," 0.830331728"," 0.200006628"," 0.032753531","-0.382577894","-0.430419654","-0.567980871"," 1.241168517"," 0.083906187"," 0.039429935","-0.009484959","-0.2479415065","-0.095179703"," 0.338063228"," 0.279203807"," 0.1768846118"," 0.27835493","-0.452209575","-0.0155865594"," 0.29534199","-0.0009508931"," 0.218632665","-0.415011950","-0.499980476"," 0.100701502"," 0.3768251942","-1.646073e-01","-0.191013287"," 0.046152130","-0.226427308","-0.460248696"," 0.130203006"," 2.519163e-01"," 0.3584842280"," 0.60322079"," 0.3404046390","-0.160511091"," 0.033753002"," 0.0743204115","-0.021808266","-0.313130563"," 0.302917361"," 0.2064818435"," 0.095965349","-0.6613862193","-0.083467923","-0.535184283","-0.928064137"," 0.615744943","-0.260154793","-0.082389617","-0.592913182","-0.193930359"," 0.446417380"," 0.375230624"," 0.041925184"," 0.511474816"," 0.288414534"," 0.509683988"," 0.14235591","-0.307505225","-0.427203887","-0.0109372540","-0.119036174","-0.579880111","-6.024883e-01","-0.5611080404","-0.313303608","-0.15259025","-1.388475e-01"," 0.076741080"," 0.147555487","-0.3281168998"," 0.081421365"," 0.581332226"," 0.424932624"," 0.069193864","-0.0704507821"," 0.357889661","-0.207099156"," 0.7073855793","-0.958713350"," 0.436443440"," 0.195683444"," 0.500656884","-0.04091374","-0.761567259"," 0.0672177746","-0.1551413878"," 0.462126314"," 1.555803437"," 0.579128185"," 0.81311082"," 0.706859425"," 0.080678511",4,3,"W_7"
"W7_H4"," 0.626128179"," 0.304644450"," 0.356811839","-0.2755502495"," 1.05205749"," 0.527233699","-0.2427296339"," 0.3649657657"," 0.2788018160"," 1.019328838","-1.163063660","-0.1344862559"," 0.754698487"," 0.310179417"," 0.766040747","-0.292562450","-0.097420120","-0.091825506"," 0.5077640200","-0.0100240855"," 0.887062503","-0.828949459","-0.077716981","-0.272191457","-0.0405181521"," 0.3904320814"," 0.4453940432","-0.542282841"," 0.649738805"," 0.5648609815","-0.8639538074"," 0.285282018"," 0.079206360"," 0.032643683"," 1.006467703"," 0.651522919","-0.786596017"," 1.093298937","-0.576484554"," 0.454964639","-0.193926048","-1.5543827036"," 0.215464833","-0.076291742"," 0.930868101"," 0.6649799929"," 0.20379192","-0.318024728"," 0.0005750994"," 0.52413452"," 0.1093948084"," 0.116438661","-0.460690752","-0.891320170"," 0.385298468","-0.3049667113","-6.513317e-01","-0.170333358"," 0.715230721"," 0.243529191","-0.490996808"," 0.141807970","-4.618558e-01"," 0.4196438222"," 0.53351735"," 0.7299856759"," 0.851228884"," 0.116141802"," 0.0718323661","-0.852083801"," 0.017734237"," 1.121516294","-0.7627506575"," 0.201858314","-0.9661500880","-0.203404606","-0.477149415","-1.129833463","-0.806571469","-0.365511050"," 0.124534315","-1.408097371"," 0.142541701"," 0.822425598"," 1.020327446"," 1.757089749"," 0.469006997","-0.222041401"," 0.880528359","-0.45051939","-0.465039353","-0.025494322"," 0.1881171484"," 0.184211039","-0.860144089"," 1.786248e-01","-0.5268126795","-0.265137649"," 0.07580071"," 3.567041e-01"," 0.546338227"," 0.339286139","-0.6989806146","-0.034601336"," 0.063941046"," 0.772636517","-0.581497729","-0.4073222081","-0.368120228"," 0.088616030"," 0.5730453887","-1.769151616","-0.392778585"," 0.105339412"," 0.536567349","-0.08834991","-0.388818867"," 0.8095411478","-0.7350547976"," 0.383035506"," 0.980782135"," 0.368589486"," 0.64409164"," 0.497614205"," 0.681505183",4,3,"W_7"
"W7_H6"," 0.406088887"," 0.528227633"," 0.090519569","-0.1207505982"," 1.05244464"," 0.329618097"," 0.1450520528"," 0.5884323828","-0.3840428786"," 0.391274820","-1.057324675"," 0.0005939862"," 0.102996343","-0.603599077"," 0.772708950"," 0.045461588"," 0.085618731"," 0.193387289"," 0.2794924302","-0.7023244418"," 0.835274147","-0.953774802","-0.572936898","-0.236852483","-0.2211358851","-0.4715902490"," 0.4308277791","-0.489473242"," 0.120363975"," 0.6623401936","-0.7340098824","-0.038328635"," 0.254786078","-0.196709026","-0.003958876","-1.352267331","-0.619697742"," 0.321600182","-0.378842872"," 0.054485484","-0.281208045","-0.6289057697"," 0.006864363"," 0.069107092"," 1.010274245"," 0.6156655626"," 0.11948086","-0.282130517","-0.3818215001"," 0.67892845","-0.1941836059"," 0.699508379","-0.655646445","-0.672550739"," 0.475810888","-0.0365299371","-4.168990e-01","-0.083233571"," 0.582204159","-0.395671866","-0.618059218","-0.075121963","-3.112833e-01"," 0.3498662489"," 0.42371125"," 0.3996933173","-0.486872928","-0.366173163","-0.2446828579","-1.216671977","-0.184015978"," 0.710597628","-0.1422983529"," 0.104871539","-0.7384327597","-0.215232052","-0.633111581","-1.482456116","-0.327308703","-0.327253364","-0.106437944","-0.774093755"," 0.296321963"," 0.328346880","-1.113842296"," 1.275041600"," 0.445853305","-0.074398425"," 0.619286962","-1.05822063","-0.349035253","-0.075711904"," 0.2245299257","-1.392801471"," 0.044447831"," 7.348697e-01","-1.3557794062"," 0.340818642","-0.09543778"," 2.620578e-01"," 0.299443726","-0.096018701","-0.2557164451"," 0.001115655"," 0.107752384"," 0.264419532","-0.331657167","-0.5983745703","-0.238990651"," 0.215386809"," 0.6439978488","-0.942712464","-0.890965661"," 0.545284918"," 0.362255515"," 0.19328650","-0.462871878"," 0.7806423688","-0.8405282381"," 0.336625705"," 0.860726889"," 0.655936297"," 0.72326249"," 0.775572809"," 0.763929750",4,3,"W_7"
"W7_H8"," 0.768881766"," 0.257130496"," 0.580240745","-0.3250341949"," 1.18058197"," 0.497834796","-0.3372981832"," 0.8663561604"," 0.3063112176"," 0.911341108","-1.095643533","-0.5632764211"," 1.092836318","-0.307559237"," 0.812948957","-0.128367014","-0.280976043","-0.120115508"," 0.7646875827"," 0.0587649991"," 0.804736094","-0.664049085"," 0.063728089"," 0.011577653"," 0.0174676122"," 0.8261027970","-0.1284070462","-0.814725510"," 0.581308260"," 0.5315128563","-1.0395818765"," 0.378085124"," 0.371158075"," 0.212267969"," 0.635260342"," 0.640287957","-0.269592076"," 1.545339756","-0.824134657"," 0.370578327","-0.213540592","-1.7278072132"," 0.151754048"," 0.061409868"," 0.497128177"," 1.1272764944","-0.22135397","-0.010779895"," 0.3064186058"," 0.86882560","-0.0478788966"," 0.108724481","-0.927424375","-1.253430483"," 0.597612309","-0.6824345593","-7.784649e-01","-0.055623989"," 0.618541382"," 0.320077831","-0.341304798"," 0.401755594","-3.199044e-01"," 0.3746108290"," 1.30264354"," 0.8755045709"," 1.003989173"," 1.152410138"," 0.2672453705","-1.239010220"," 0.071396871"," 1.544571490","-0.5534982346"," 0.622274298","-0.9412280766"," 0.340682826","-0.739164555","-1.120226781","-0.964882906","-0.687618824","-0.076184509","-1.671028126"," 0.085726924"," 0.955433809"," 1.038083102"," 1.973724075"," 0.499296511","-0.150300263"," 1.399031859","-0.42361742","-0.562912150"," 0.067872431","-0.1603974309","-0.391026047","-0.703375258","-4.264894e-01","-0.8669825930","-0.259372005","-0.15501034"," 2.269553e-01"," 0.458988824"," 0.320744754","-0.5431188669"," 0.162043656","-0.125613237"," 0.961110144","-0.639988186","-0.5438418962","-0.855528323"," 0.072009175"," 0.6973314056","-2.072362727","-0.360786133"," 0.185446413"," 0.720643913","-0.24089333"," 0.099556183"," 0.8174522096","-0.6343257460"," 0.406496284"," 0.991345488"," 0.295813770"," 0.57377861"," 0.458001634"," 0.570040719",4,3,"W_7"
