"","MAL13P1.124","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.91","PF07_0074","PF08_0032","PF10_0084","PF10_0085","PF10_0111","PF10_0191","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0260","PF11_0290","PF11_0435","PF11_0527","PF13_0032","PF13_0095","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0360","PF14_0499","PF14_0552","PF14_0593","PF14_0642","PF14_0713","PF14_0730","PFA0330w","PFA0430c","PFB0175c","PFB0295w","PFB0920w","PFC0090w","PFC0375c","PFC0400w","PFC0760c","PFC0965w","PFC0980c","PFD0470c","PFD0545w","PFE0165w","PFE0430w","PFE0450w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0490w","PFF0595c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI1425w","PFL0580w","PFL1270w","PFL2055w","PFL2200w","PFL2520w","D_class","Class","Compound"
"Colchine_H6"," 0.069135065","-0.0443723025","-0.27102785"," 0.0233595653"," 0.3169188854"," 0.020061619"," 0.211873994","-0.034641290","-0.059244819"," 0.026990820"," 0.022092074","-0.128297409"," 0.1059885857","-0.252492697"," 0.247435038","-0.026437034","-0.069683866","-0.223963834"," 0.060222206","-0.411306302"," 0.079758079","-0.152226270"," 0.054895094"," 0.0816906106"," 0.264665444","-0.064694649","-0.08741328","-0.055186028","-0.09144410","-0.076027027"," 0.051143917"," 0.062785099"," 0.0152668149"," 1.716051e-01","-0.162161949"," 0.144325172"," 0.0115922025"," 0.3242793308"," 0.067772953"," 0.122363745"," 0.217322592"," 0.149107142","-0.095292764","-0.001853921"," 0.0252398836"," 0.093067870"," 0.035809400"," 0.055728423"," 0.065437993"," 0.172686235"," 0.155656186","-0.156555205","-0.165164784","-0.004185907","-0.065825485"," 0.131334886"," 0.175716484"," 0.028557897"," 0.0621683953","-0.150249800"," 1.294614e-01","-0.1398266728"," 0.15672787"," 0.035291979"," 0.156354634"," 0.0475669777"," 0.017804277","-0.187049967","-0.033119689","-0.118050596","-0.055305173","-0.071902582"," 0.069246584","-0.10073225"," 0.005205303",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.0117455532"," 0.05182466","-0.0754419346"," 0.0695576815","-0.274205889"," 0.113058303","-0.167929020","-0.063705514","-0.088283228","-0.154799457"," 0.053740373"," 0.0180751669","-0.113488989"," 0.268605129"," 0.732641056","-0.062311738"," 0.295196547"," 0.146336725"," 0.014233400","-0.094749909","-0.020071092","-0.099909009"," 0.0948203951"," 0.375007491","-0.199866208"," 0.03385067","-0.202004463"," 0.10751585","-0.125451707"," 0.041891064","-0.044355337","-0.1276111481","-1.004836e-01","-0.002320497","-0.005665948","-0.1736751043"," 0.1291088501","-0.250615638"," 0.085592247"," 0.005854509"," 0.008623166","-0.111748064","-0.039580698","-0.1036781512"," 0.108545804","-0.329669717"," 0.139989052","-0.149065926","-0.102463432","-0.075970283"," 0.065035757","-0.175623723","-0.013644347","-0.063934396","-0.005619798"," 0.085612523"," 0.053488599"," 0.0324534826","-0.017163281"," 9.278814e-02","-0.1677178295","-0.19097045","-0.004080893","-0.138002886"," 0.0761855908","-0.131461637","-0.213598050","-0.203505688","-0.169416355"," 0.006716054"," 0.007163578"," 0.457438505","-0.07456704"," 0.030614072",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.8655808065","-0.68370223"," 0.8409102365"," 0.1447745860"," 0.286440840"," 0.380738666"," 0.020346715"," 0.322907990","-0.605368730"," 0.322333731"," 1.238583480","-0.6084719110","-0.682802920","-0.017054461","-1.468365438","-0.113486045"," 0.346351105","-0.037918366","-1.316666834"," 0.126167422","-0.671586699"," 0.142741786","-0.5616809394"," 0.505998030"," 0.681018715","-0.09827255","-0.676201132"," 0.52669198"," 0.423797476"," 1.042563122","-0.401780929"," 0.2249391810","-1.967981e-01"," 0.699883577","-0.043204783","-0.0702360519","-0.3853396094","-0.213857006"," 0.213268243","-0.540312562"," 0.102910840"," 0.176376690"," 0.701234616","-0.5792707293","-0.047314927"," 0.233900273","-0.324927697","-0.397519460"," 0.627845984"," 0.083175370"," 0.227747450","-0.022159375"," 0.639565244"," 0.111671288"," 0.549787066","-0.220772196"," 0.849210327"," 0.2596935236","-1.128535347","-6.813784e-01"," 0.4559578588"," 0.26615608"," 0.168072560","-0.294579634"," 0.5297296592","-0.328247634","-0.781154877","-0.633311858","-0.630713322","-0.567457243","-0.143994928","-0.237854507","-0.31638053"," 0.218276674",8,7,"PMSF"
"PMSF_H2"," 0.055628060","-0.5273214005","-0.45443042"," 0.1443225284"," 0.3740133039"," 0.236612457"," 0.341821380"," 0.138812014"," 0.080785514","-0.715612807","-0.345669169"," 1.183216765","-0.5013948201"," 0.102224246"," 0.048572491","-2.171562075"," 0.101320188"," 1.168068416"," 0.074587484","-1.515529087","-0.057129459","-0.905685405"," 0.126168345"," 0.0742949641"," 0.647614079"," 0.496598693","-0.22301942","-0.585932285","-0.10724502","-0.079534401"," 0.874152887"," 0.063067476","-0.9226393325","-2.120510e-01"," 0.275779917","-0.014229612","-0.0271466493","-0.3374310630","-0.466035331","-0.330167741"," 0.644419592"," 0.611443460"," 0.121783287"," 0.383254343"," 0.1617767610"," 1.125059466"," 0.517526678","-0.060106917"," 0.434779144"," 0.789797744"," 0.531091674","-0.438827503"," 0.106473046"," 0.854374162","-0.303479333"," 0.291365991","-0.182464897"," 1.278778446"," 0.2885808880","-0.878902244","-9.508613e-01"," 0.1841113734"," 0.19613816","-0.004318678","-0.228253286"," 0.9048633670","-0.432690170","-0.461710281"," 0.338517793","-0.686865796","-0.121149940","-0.627548307","-0.478290220","-0.58087267"," 1.781348962",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.4869777049","-0.02321564"," 0.9076468858"," 0.3531057816","-0.258359429"," 0.125267204"," 0.173249466","-0.251917863","-0.928256747","-0.478563365"," 1.288858803","-0.5506541429","-0.143999993","-0.027430252","-2.789447931"," 0.107131899"," 1.097288781"," 0.210712882","-1.174879046"," 0.139871182","-1.011182199"," 0.273905120"," 0.3451409858"," 0.742268086"," 0.482705140","-0.29914901","-0.718913288"," 0.02910867","-0.323733170"," 1.044797156"," 0.165604744","-0.9108871143","-2.756711e-01"," 0.149486395"," 0.132880707","-0.0453879506","-0.2869777071","-0.669657889","-0.333752233"," 0.249809628"," 0.357433515"," 0.128595724"," 0.229931611"," 0.0492793828"," 1.222131837"," 0.265872499"," 0.055409324"," 0.141830135"," 0.969363820"," 0.646835325","-0.513303347","-0.074536447"," 0.647519087","-0.692523272"," 0.231004049"," 0.030897743"," 1.283814924"," 0.6964781458","-0.594384781","-6.837545e-01"," 0.3458411757","-0.18971303","-0.073503359","-0.411785479"," 1.2153349578","-0.456117629","-0.027607867","-0.129324679","-0.890655273","-0.017591712","-1.046379206","-0.980731772","-0.95044156"," 0.838674239",8,7,"PMSF"
"PMSF_H6","-0.149618302","-0.4834849047"," 0.36144176"," 0.6394142237"," 0.1747028812","-1.110344088","-0.687624759"," 0.377813767","-0.160744062","-1.135356797","-1.132871905"," 1.407769836","-0.3473273611"," 0.063503595"," 0.288896159","-2.032925353","-0.221053837"," 1.132796984"," 0.165659990","-1.126689570"," 0.150396251","-1.016796478","-0.026508760"," 0.7447600549"," 0.686568952"," 0.080226480","-0.20141652","-0.471276742","-0.20150151","-0.442232803"," 1.024786936","-0.090672680","-0.8888445346","-2.984704e-01","-0.004017084"," 0.197109380","-0.2630335327","-0.1911741033","-0.436716843","-0.110369330"," 0.518036426"," 0.388392604","-0.315224180"," 0.482679675","-0.4754485915"," 1.387706901"," 0.331242221"," 0.230927294"," 0.819085246"," 0.659723978"," 0.268115250","-0.449840772","-0.226543278"," 0.232820835","-0.606506066"," 0.148631261","-0.148581924"," 1.258657327"," 0.5351829796","-0.479191100","-5.717696e-01"," 0.3762585895","-1.00040539","-0.932430062","-0.995530367"," 0.3911061764","-0.503982056"," 0.506436592","-0.482136088","-0.974569538","-0.093832314","-0.692969092","-0.470367840","-0.42156529","-2.545232472",8,7,"PMSF"
"PMSF_H8","-0.217755924","-0.8593286768"," 0.01537116"," 0.6255167060"," 0.5208012200","-1.290650719","-0.811690992"," 0.121243926","-0.248640031","-1.037677531","-1.427769287"," 1.191626326","-0.4829813412","-0.681392317"," 0.388850520","-1.749947951","-0.515678563"," 1.581226832"," 0.242354532","-1.075552006"," 0.187929414","-0.885222561","-0.503457294"," 0.7823721550"," 0.015973697"," 0.069486822","-0.38545607","-0.887603743"," 0.22409415","-0.403269429"," 0.928509579","-0.174095755","-0.9571921312","-2.974434e-01"," 0.112801446"," 0.404095074","-0.4546597607"," 0.0007427409","-0.306027654"," 0.185427458"," 0.154235578","-0.058938429","-0.448127151"," 1.047314687","-0.5530562006"," 1.014821499"," 0.215400599"," 0.295202257"," 0.209090511"," 0.685338591","-0.259272414","-0.194396602","-0.603658767"," 0.296450295","-1.153929902"," 0.194635420"," 0.002652758"," 1.543489819"," 0.6877325591","-1.107823223","-5.023722e-01"," 0.5472598022","-1.32569911","-1.459457434","-1.124943571","-0.4517709310","-0.413146522"," 0.011263351","-1.400104925","-1.507643477","-0.847076898","-0.766535151"," 0.289388369","-0.66300778","-5.171051371",8,7,"PMSF"
"Leupeptine_H1","-0.079025754"," 0.0604225251","-0.17476520"," 0.5744502123","-0.2810750026","-0.027123961","-0.070790000"," 0.464936975"," 0.434130753","-0.040143286","-0.168315304"," 0.042106324"," 0.1352406341","-0.010358495","-0.334920221","-0.288297953","-0.048548048","-0.226010684"," 0.194999661"," 0.202312008","-0.057527617","-0.075027190"," 0.078226103","-0.2159496298","-0.278426928"," 0.009560744"," 0.21824459"," 0.011763522","-0.17057303"," 0.184627249"," 0.196947220","-0.376392381"," 0.1313128969","-6.269775e-02"," 0.008930599","-0.108268381","-0.0079709150","-0.2985637969"," 0.094436020"," 0.150481798","-0.356007187","-0.311176505"," 0.277166288","-0.046716327"," 0.1870051928","-0.182085412","-0.443460739","-0.495004407"," 0.144826681","-0.113305122","-0.275546831"," 0.055064296"," 0.257631370","-0.083641493"," 0.209893880","-0.037557568","-0.083336374","-0.023316021","-0.0687555341"," 0.126307050","-9.668333e-02"," 0.1775277546","-0.23348954"," 0.173901144","-0.205345462","-0.1253969795"," 0.058915626","-0.141001983","-0.006631821","-0.081186153","-0.107660943","-0.043547994","-0.508886079","-0.12965411","-0.635385516",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270"," 0.0798072013"," 0.27253556","-0.1665874613","-0.0470831098"," 0.076351760","-0.140957940","-0.002496802"," 0.094592594"," 0.133143918","-0.045001712","-0.111183823"," 0.1282294923","-0.112057734"," 0.017235356"," 0.405609251","-0.127049794"," 0.113985880"," 0.033938744","-0.019201157","-0.126906139","-0.056728311"," 0.073163407","-0.5354608582","-0.131651765","-0.040666615","-0.01498185"," 0.089535301","-0.12223433"," 0.088431545"," 0.007995550","-0.100417773","-0.3283886120"," 9.115196e-02"," 0.305191747","-0.029546140"," 0.0875128293"," 0.0742699020"," 0.064789342","-0.187128185"," 0.067320755","-0.231262333","-0.002404116","-0.005407515"," 0.1474840608"," 0.123916675"," 0.170908768"," 0.142091012","-0.575705301","-0.046461523","-0.105591509","-0.001746518"," 0.006241156","-0.054643737"," 0.074103703","-0.134619079","-0.117749187"," 0.124985007","-0.1034109105","-0.208195801"," 1.138322e-01","-0.0248339096","-0.08541856","-0.028027162","-0.162842230","-0.1738713959"," 0.024196257"," 0.009207985"," 0.119386756","-0.052032941","-0.067905674"," 0.240459971"," 0.115439701"," 0.22892063"," 0.558750320",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.1098522652","-0.05121864"," 0.4648729817"," 0.1501842861","-0.048883045","-0.083236663","-0.037453219"," 0.068868902"," 0.027061475"," 0.021332994","-0.054242586","-0.0829071168","-0.112181394","-0.080006480","-0.293669141","-0.034583439","-0.095506849"," 0.043142975"," 0.229610418"," 0.191475442","-0.114615944"," 0.066063265"," 0.1046713095"," 0.045566372","-0.049532552","-0.01504191","-0.039923309","-0.06202353","-0.176151747","-0.129306597"," 0.187146751","-0.0014141807"," 1.802715e-02","-0.063093527","-0.081439658"," 0.0200839315"," 0.0959318523","-0.268151269","-0.068776774","-0.057704724","-0.009328808","-0.008275552"," 0.047891064"," 0.0664024264","-0.023859935","-0.358390374"," 0.193778991","-0.302374262"," 0.112393993"," 0.152263348","-0.061530416"," 0.022896513"," 0.037348986","-0.505474079","-0.166425080"," 0.004063342","-0.374897333","-0.1367269670"," 0.280125142"," 2.043670e-01"," 0.1213873140"," 0.05261353"," 0.138263084"," 0.206143560"," 0.2371580502"," 0.015076165"," 0.283789027","-0.246638523"," 0.147145672"," 0.091015400","-0.040187538","-0.049174246","-0.26532660"," 0.131776162",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494"," 0.2770947071"," 0.19712522","-0.1208444110","-0.1745421543","-0.114437687","-0.310015544"," 0.113847364","-0.050500882"," 0.012497038","-0.113903773"," 0.368045164"," 0.1411702575"," 0.172366576","-0.067070331"," 0.129108343","-0.033055155"," 0.243379444","-0.169348358"," 0.023427255","-0.134053859","-0.015578424","-0.083179374"," 0.2293748971","-0.165383742","-0.144924486"," 0.22195618","-0.111428992","-0.38552440"," 0.109050861","-0.142142558","-0.147959948"," 0.1649988759","-3.413696e-02","-0.037574865"," 0.097839336"," 0.0796882425","-0.0038516928"," 0.077802019","-0.091035227"," 0.093700151","-0.104404150","-0.218308582"," 0.012879650"," 0.1904089114"," 0.241644300","-0.087327106","-0.062616578"," 0.375409104"," 0.007723352"," 0.060673187","-0.028156710"," 0.092533088","-0.277661578","-0.075754675"," 0.050982547","-0.097121445"," 0.103713924","-0.2558514219"," 0.297329747"," 1.902629e-01","-0.0031575090","-0.03851279","-0.119429492","-0.071766576"," 0.0385103025","-0.182565572"," 0.104247249"," 0.053084497","-0.158429918"," 0.239761183"," 0.232291551","-0.003265196","-0.14318042","-0.176348822",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.0706460299"," 0.12714112","-0.7502315264"," 0.2682663271"," 0.218587301"," 0.084576866","-0.163659941","-0.257912843"," 0.012090862"," 0.058329187"," 0.055631488","-0.0898270421","-0.458868915","-0.057862274","-0.227081896","-0.096725224"," 0.648959874"," 0.025498669","-0.047157232","-0.058672702","-0.013311341"," 0.197565817"," 0.4307607040","-0.147977413","-0.088112624","-0.03445676"," 0.073115548"," 0.05211846","-0.108014845","-0.087725629"," 0.237515369","-0.0385529163"," 1.900207e-01","-0.098204803"," 0.059113154"," 0.0755152027"," 0.0990607982","-0.030471101"," 0.056235935"," 0.141698460"," 0.126338194","-0.455811288"," 0.239043340"," 0.2458287316"," 0.106537645","-0.035508815"," 0.100274442"," 0.466169763"," 0.178023307"," 0.253575875","-0.367761839","-0.169654088"," 0.001731436"," 0.001885840"," 0.044496629"," 0.122458863"," 0.041113346"," 0.0004032632"," 0.017381346"," 1.617132e-02","-0.0579086225"," 0.38547365"," 0.047754117"," 0.121084065"," 0.0895779402"," 0.012597922"," 0.128860601"," 0.099630781"," 0.036316617"," 0.061560543","-0.158022684"," 0.270753842"," 0.09696071","-0.161184850",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.0881573383"," 0.42361232","-0.3154575788","-0.1830691991"," 0.114728596","-0.126469279","-0.507256508","-0.071498436","-0.329224682"," 0.238246089"," 0.242785634","-0.0098570073","-0.429494897","-0.089153774"," 0.148722433","-0.391986361","-0.131452895"," 0.076515254","-0.210016771"," 0.265132638"," 0.084178477"," 0.130117237"," 0.4674031756"," 0.015410802"," 0.104283317"," 0.83674685","-0.297297844","-0.05104866","-0.052550424","-0.017712779","-0.361331828","-0.1052596231","-3.242945e-01"," 0.068904604","-0.096786514","-0.2234712712"," 0.1464954804"," 0.228392167"," 0.053285970","-0.252879488","-0.117474977"," 0.156436726"," 0.090613478","-0.3622095485","-0.148528317"," 0.127530698","-0.030525585","-0.060277341","-0.050693098","-0.499281324"," 0.287995817","-0.066903068","-0.040239279","-0.266035791"," 0.068526115"," 0.028910307"," 0.270619217","-0.0188882597","-0.700762306","-1.885653e-01","-0.0185754582"," 0.33743794","-0.134137473"," 0.098594585","-0.4398151141","-0.133312539","-0.277841485","-0.405086355","-0.656244081","-0.397939015"," 0.198242315"," 0.355110933","-0.18920616"," 0.810223913",10,9,"Apicidin"
"Apicidin_H2"," 0.215745718","-0.0195005799"," 0.20406740"," 0.2547604904"," 0.4626264928"," 0.047734118"," 0.289686477","-0.260759249","-0.114502437","-0.044248397"," 0.257917455"," 0.236634669","-0.0826094219","-0.048651387","-0.242610682","-0.229015519"," 0.030000749"," 0.314804537"," 0.458126209","-0.249744911","-0.020496270","-0.151742128"," 0.148910235","-0.0389088918","-0.104005323"," 0.091668301","-0.23277073"," 0.080159086","-0.12206749","-0.156841857"," 0.073379660"," 0.044398732","-0.0550377222"," 3.430892e-01","-0.299721379","-0.119437749","-0.0318036143","-0.1457992080","-0.167280887"," 0.191614116"," 0.261053465"," 0.275333976"," 0.134016700"," 0.208979171","-0.0072568233"," 0.326849676","-0.089903050","-0.104576360"," 0.075640394"," 0.173504492"," 0.245736678","-0.239117353"," 0.037297439"," 0.069201991","-0.518243183"," 0.146867027","-0.044884748","-0.114568438"," 0.0065039095","-0.448306384","-2.933373e-01","-0.0942510290"," 0.21271822"," 0.049246359"," 0.347965179"," 0.0284447905"," 0.186491911"," 0.155583447","-0.080492227"," 0.034342182","-0.181426958","-0.168681822","-0.718619129","-0.18192323"," 0.680475332",10,9,"Apicidin"
"Apicidin_H4"," 0.005308789"," 0.0849241520","-0.13910695","-0.1828143805","-0.2087089921"," 0.130322138"," 0.633355954","-0.077536214"," 0.109702520","-0.293991068"," 0.365518945"," 0.094283243","-0.2828990989"," 0.050903539","-0.243662816","-0.180494530","-0.023424279"," 0.250165992","-0.057676197","-0.029059499"," 0.158480302","-0.030424441","-0.416019753","-0.1391106407"," 0.100289782","-0.085182245","-0.05007718","-0.130977237","-0.08977964","-0.201900729","-0.017546498","-0.041015982"," 0.1215062233"," 1.301230e-02","-0.116944623","-0.250658335","-0.1500578682","-0.1129622555"," 0.165083977","-0.004785416"," 0.123936555","-0.040423117","-0.191969849"," 0.166193437","-0.0822091910"," 0.110926756","-0.020240747","-0.188462948"," 0.350524429","-0.183721735","-0.031247575","-0.074848873","-0.074621160"," 0.227960180","-0.082396778","-0.047230190","-0.168498746","-0.102194071","-0.0005215238","-0.059043307"," 1.604439e-01"," 0.0527930376"," 0.14803317","-0.165874468"," 0.326528206"," 0.0645282394","-0.102629367"," 0.200066856","-0.276712990"," 0.084174573","-0.183404060"," 0.061837792","-0.001836344","-0.04527142","-0.067157621",10,9,"Apicidin"
"Apicidin_H6","-0.105196653","-0.0525535891","-0.01944052","-0.0702033636","-0.0231290027"," 0.006989802"," 0.404483578","-0.029973865","-0.065671457","-0.095914242","-0.056941422"," 0.220233033","-0.0021230272","-0.230893828","-0.073832062"," 0.014706495"," 0.026764581"," 0.279001233","-0.001125017","-0.094047854"," 0.105210041","-0.125149066"," 1.131814675"," 0.1395551754","-0.150614554"," 0.135858721"," 0.39111169","-0.104605443","-0.18771464","-0.213882250"," 0.190832513","-0.217721365","-0.0399032780"," 1.401918e-01","-0.113246393","-0.035316629"," 0.0564107001","-0.1511904127"," 0.101604314","-0.134150437"," 0.142778478"," 0.182537076"," 0.166298229"," 0.120550346","-0.1289390302"," 0.107428843","-0.031295548","-0.072105300"," 0.215284460"," 0.008527172"," 0.083081761"," 0.037817282"," 0.182729994","-0.008145315"," 0.090229931"," 0.145619452","-0.001723909"," 0.135301087"," 0.0865078846","-0.123570486","-7.020620e-02"," 0.1045997672"," 0.08162083"," 0.397962022"," 0.164792494","-0.1452639832","-0.037404738"," 0.094902201"," 0.272564577","-0.018655539","-0.208241097","-0.004798505"," 0.110957224","-0.15976894"," 0.256340015",10,9,"Apicidin"
"Apicidin_H8","-0.131313769","-0.1424497827"," 0.12274900","-0.0779911548","-0.1875190878","-0.125623344"," 0.431236302"," 0.159624803"," 0.184310716","-0.147810358"," 0.039551511"," 0.319424441"," 0.1099037166"," 0.078251412"," 0.067461852"," 0.181936556","-0.049326591"," 0.230931288","-0.104200339","-0.006186513","-0.005309758"," 0.012362449","-0.333593246"," 0.0786439916"," 0.119365472","-0.123432942"," 0.05860125","-0.092455228","-0.09292746","-0.238037988"," 0.072349229","-0.169362791"," 0.1711529313","-5.598409e-02","-0.195416921"," 0.082606733","-0.0889127171","-0.1815397412","-0.054461980","-0.032942726"," 0.271043085"," 0.074236539","-0.024705360"," 0.025801840","-0.0490340083"," 0.058393614","-0.218918297","-0.119042869"," 0.237866961","-0.154298466","-0.148259733"," 0.033709936"," 0.103852354","-0.433335356"," 0.089811497","-0.019410451","-0.090406174"," 0.087644066","-0.0589705486","-0.040370108","-2.362202e-05"," 0.0969549785","-0.10529933"," 0.206301261","-0.153033131"," 0.0513564785","-0.072419726","-0.066848241"," 0.096196841","-0.009227192","-0.160202600"," 0.241490258"," 0.341904636","-0.12274735"," 0.226846887",10,9,"Apicidin"
"Apicidin_H10"," 0.050572731"," 0.0359040521","-0.05410608"," 0.2314391797"," 0.1314587904","-0.012127554"," 0.015397077"," 0.008425785","-0.206093274","-0.080874389","-0.015285951"," 0.150645252"," 0.0373807495"," 0.295554225","-0.110604445"," 0.059671706"," 0.212242815"," 0.090051272"," 0.067657865"," 0.183518252","-0.140623145","-0.193718903","-0.041265127"," 0.3566325947","-0.015198068","-0.065788933"," 0.41621616","-0.118111188","-0.15576070","-0.285106996","-0.089534244"," 0.008424697","-0.1981675448","-3.841074e-02","-0.332373808"," 0.064966822","-0.0494990641","-0.1207184423","-0.024515086"," 0.111765351"," 0.426237327"," 0.142390911"," 0.031676583","-0.036437303","-0.0457604799"," 0.081589717"," 0.062309463","-0.033175064"," 0.570294749","-0.035432698"," 0.230891109","-0.056564499"," 0.161880119"," 0.210616458","-0.177403534"," 0.011270195","-0.052848637"," 0.183088465","-0.0502569218"," 0.110033826","-1.080900e-01","-0.0142179182"," 0.08694159"," 0.005048423"," 0.071132029"," 0.0498941053","-0.105489467"," 0.147942886"," 0.003855741"," 0.007813540"," 0.092779064","-0.084972845","-0.210787533","-0.03990977","-0.026846433",10,9,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.8131066103"," 0.30952096"," 0.1196125217"," 1.9755346360"," 0.865147490","-0.261571778"," 0.139475826","-0.039739374","-0.423894209","-0.790517252","-0.237501485"," 0.0371063821"," 0.602785849","-0.134587706","-0.288973583"," 0.491858627"," 0.360978267","-1.104612048","-1.262049862"," 0.383325087"," 0.561382375","-0.744807693"," 0.2202865822"," 0.450136760","-0.860415732"," 0.02941299","-0.166945442","-0.52252414","-0.416770464","-0.356016492","-0.052457027","-0.0000849478"," 2.828524e-01"," 0.869864019"," 0.077542544","-0.5684797112"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.381839680","-0.841884063"," 0.391969873"," 0.547129613","-0.6840301569"," 1.548535141"," 0.238246240","-0.108062646"," 0.473590755"," 0.298571687"," 0.425125631"," 0.454066666","-0.158379350"," 1.452131318"," 0.631451768","-0.210933914","-0.475998453"," 0.949277098","-0.4690841510","-1.676235367"," 1.136699e-01"," 0.4418826427"," 0.71826027"," 0.254174287","-0.098345148"," 0.0552648001","-1.244880386"," 0.323096289","-0.279065539","-1.612094038","-0.116628978"," 0.450766990","-0.125900515"," 0.41754605","-2.126949031",11,10,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.7689178886","-0.02132999","-0.3709153519"," 2.8368953993"," 0.698739963","-0.611566292","-0.476537875","-0.263306821"," 0.752072664","-0.276256551","-0.621181831","-0.6638780348"," 0.746426200"," 0.068345237"," 0.065360575"," 1.082836183"," 0.934568862","-0.091840857","-0.739966326","-0.187998259","-0.270236277","-0.431039343","-0.5500367302"," 0.559728626","-0.263984959"," 0.74300668","-0.265563014","-0.51727144"," 0.131435559"," 0.117143138"," 0.616489894","-0.1822807584"," 7.280272e-01"," 1.061580489","-0.254612189","-0.9931509050"," 0.0576586587","-0.808440612"," 0.526275690"," 0.902558842","-0.821939690"," 0.059111524"," 0.482661395"," 0.8738835437"," 0.785116875"," 0.009895266","-2.158272784"," 0.109453787"," 0.278944485"," 0.403726133","-0.862155186","-0.198136259"," 1.393717476"," 0.984914100"," 0.196031156","-0.973111035"," 0.718997043","-0.6990112703","-1.271546201","-3.359968e-01","-0.2059178775"," 0.23367988"," 0.724694922","-0.460607080"," 0.4855152817","-0.996236575"," 0.629706344","-0.065911345","-0.433372438","-0.661674786","-0.082497773","-1.025849582","-0.10875262","-1.948671103",11,10,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.8350129829","-0.12384553","-0.5031203580"," 3.2622744856"," 0.310684404"," 0.353434968"," 0.306550073","-0.037812120"," 0.247713670","-0.508206668","-0.449648696","-0.7422640407"," 0.529634484"," 0.493753678","-0.387151547"," 0.631657120"," 1.019903307"," 0.027474058","-0.821919329","-0.331042859","-0.173776796","-0.200557906","-0.5150278992"," 0.318134576","-0.674251276"," 0.88992957","-0.123550803","-0.31653171"," 0.418104750","-0.016945039"," 0.200375690","-0.0965100922"," 5.582193e-01"," 1.259675199","-0.025348586","-0.6274247631","-0.0332291874"," 0.014654459"," 0.561572012"," 0.100762306","-1.029940024"," 0.159017714","-0.606225793"," 0.1374897969"," 1.272162698","-0.075236604","-1.645170464"," 0.108947943"," 0.123100235"," 0.197814712","-0.849344322"," 0.049064310"," 0.918667114"," 0.701617623"," 0.293330029","-0.699724835","-0.039397854","-0.3639555576","-1.503134132","-5.153276e-01"," 0.4366828980","-0.37609752"," 0.572206830","-0.115805993"," 0.3578040337","-1.003904711"," 0.026875852","-0.420671846","-0.833274069","-0.076000832"," 0.536827773","-0.664571863","-0.13714912","-3.757323031",11,10,"Trichostatin"
"Trichostatin_H6"," 0.034241838"," 0.7007979449","-0.08534992","-0.5299229851"," 3.4089475408"," 0.083367489","-0.303570404"," 0.201407145"," 0.008167519"," 0.935263115","-0.423419007","-0.741608766","-0.4375938544"," 0.964240511"," 0.838294255"," 0.094708152"," 0.646753027"," 0.777790181","-0.239028510","-0.362284966","-0.460162714","-0.160522581","-0.795756124","-0.2205337400","-0.169249787","-0.678581692"," 0.91778883"," 0.290270091","-0.09751882"," 0.365118795","-0.178185963"," 0.180610547"," 0.0372151960"," 8.263744e-01"," 0.998518603","-0.057208680","-0.5332371567"," 0.3770091578","-0.812144177"," 0.481728376","-1.196104592","-1.114229124"," 0.092754022","-1.307119542"," 0.5085987225"," 0.477280026","-0.581290864","-1.179308410"," 0.110278056"," 0.091942557"," 0.060903318","-1.505657223"," 0.265760788"," 1.132746254"," 0.703490254","-0.314834403","-0.579939396"," 0.847047780","-0.4144583944","-0.882059787","-1.501579e-01"," 0.5615352547","-0.07685575"," 0.063862461","-0.344887450"," 0.3447272435","-0.553031684"," 0.366053336","-0.031639545","-0.148557059"," 0.161785526"," 0.749869988","-0.051428495","-0.31231124","-3.521117439",11,10,"Trichostatin"
