X;DHB4TP1.1;DHB4TP1.2;DHB4TP1.1t;DHB4TP2.1;DHB4TP2.2;DHB4TP2t;DHB4TP3.1;DHB4TP3.2;DHB4TP3t;DHB4TP1.1c;DHB4TP1.2c;DHB4TP1.1tc;DHB4TP1.2tc;DHB4TP2.1c;DHB4TP2.2c;DHB4TP2tc;DHB4TP3.1c;DHB4TP3.2c;DHB4TP3tc
PF3D7_0211500;-0.114092548;-0.235936995;0.203541276;0.060106222;0.179930085;-0.150945245;0.226383669;-0.12954383;-0.073383894;0.17064793;-0.073791996;-0.006360006;-0.30738511;-0.030761272;0.292989503;-0.046159934;0.051505228;0.336231423;0.277928225
PF3D7_0211600;-0.038654603;-0.186615408;-0.079709732;0.296753744;0.114603284;-0.432912123;-0.016208256;0.016283675;-0.163961659;0.629847293;-0.071660308;-0.030662504;-0.216412149;0.281310747;0.41402539;0.156927487;0.37078553;0.215431124;0.495752134
PF3D7_0211700;0.257482932;0.451364528;0.860289256;0.874915382;0.395651667;0.32570299;0.03607525;0.197778422;0.084722546;0.638646004;-0.160529983;0.118437666;0.151465156;0.244411607;0.632798478;0.284313714;0.311519356;0.479283947;0.196646079
PF3D7_0211800;0.438319205;0.814692342;0.811569374;0.407515827;0.419988283;0.454237661;0.566578634;0.445878571;0.641671965;0.690897892;0.573915305;0.539056157;0.527579967;0.392741099;0.34077976;0.310756034;-0.198830156;-0.238975484;-0.245952628
PF3D7_0211900;1.329034581;1.130423532;0.554131969;1.270811801;1.356969777;1.208785369;0.995383427;1.30095364;1.095313547;1.655429777;0.760367922;0.935001284;1.053604993;1.568665474;1.438412893;1.254627364;1.630229158;1.764162391;1.672702377
PF3D7_0212000;0.684414607;0.944338756;0.38089215;1.196566832;1.415850775;1.306922199;0.992843993;0.571113977;1.225203415;0.837037118;0.545468215;1.431567792;1.164355168;1.684545804;1.796363866;1.037083432;1.433998335;1.711643997;1.54784497
PF3D7_0212100;0.401192735;0.184129021;0.16449996;0.410658406;0.204197924;0.114286992;0.431428706;0.139239157;0.008192483;-0.013943152;0.119052421;-0.02275541;-0.057631711;-0.206647507;0.110092651;-0.120550365;-0.14556686;-0.086194861;-0.11090167
PF3D7_0212300;0.69177008;0.674883915;1.068147378;0.716189643;0.602760185;1.071022756;0.981817331;0.985494512;0.915370975;0.197495852;0.454873496;0.266397582;0.30598577;0.109691748;0.214317201;0.516988365;0.072950361;0.042741178;-0.130081959
PF3D7_0212400;0.072425393;0.223562081;-0.010034906;0.154138021;0.494209268;0.485047326;0.190022745;0.059983517;0.305867218;-0.791301969;-0.811469011;-0.083525785;-0.177264667;-0.278733725;-0.330072476;-0.643387414;-0.278958199;-0.147424207;-0.246809471
PF3D7_0212500;0.73575957;0.432638439;1.996243802;0.468703611;0.430055651;0.463056453;0.427486734;0.377419263;0.472554795;0.122359655;-0.022574953;0.416766636;0.252147529;-0.451610885;-0.041505908;0.126190386;-0.311031045;-0.044784306;0.093977225
PF3D7_0213100;1.149705073;1.195527196;1.037123488;0.554844396;0.938938962;0.952529623;1.023502729;1.031520751;0.895393423;1.174625547;1.525174697;0.793183333;0.822727378;0.914884022;0.695127033;0.797755778;0.349480407;0.217583481;0.39999598
PF3D7_0213500;-0.071957841;0.055643232;0.251750183;0.084950535;0.182374336;0.22065421;0.086119447;0.294314429;0.432585136;0.594998663;0.247898366;-0.092043338;0.096877863;0.623856947;0.900182855;0.588362467;1.092776301;0.974910058;1.08618936
PF3D7_0213600;-0.190452459;-0.119634522;0.098365766;0.574078108;0.363731514;-0.178398462;0.120060239;0.536282419;0.029367304;1.308638339;0.056589755;0.113030212;-0.137236928;0.414509705;0.763499306;0.12454004;0.495662198;0.538114866;0.308481104
PF3D7_0214000;0.234977969;0.053238828;-0.12526923;-0.003943266;-0.252697713;0.284621243;-0.182586521;-0.451728776;-0.04051205;-0.541396026;-1.623176401;0.145269609;0.105317366;-0.538413106;-0.36663832;-0.29623068;-0.53629587;-0.584848888;-0.457214976
PF3D7_0214100;-0.576428093;-0.059447033;0.051176327;-0.053067353;-0.266276947;0.033556726;-0.24350315;-0.317045876;-0.371932839;-0.898136815;-0.370194451;-0.268669681;-0.420896433;-0.449486767;-0.433124357;-0.337792493;-0.318517892;-0.150570864;-0.153481815
PF3D7_0214300;-0.026402923;-0.276238243;-0.027350429;-0.210655156;-0.243548823;0.090011099;-0.33420647;-0.27735186;0.10135274;0.658292825;0.694560758;0.050983092;0.037683094;0.347084515;-0.169090075;0.433321573;0.647456778;0.165295818;0.507235944
PF3D7_0214400;-0.624821945;-0.391361457;0.047003222;-1.120727619;-0.922758692;-0.814651822;-0.496650166;-1.290459043;-0.533207969;-1.569277771;-1.118621164;-0.973904784;-0.990842405;-1.948893573;-2.176059905;-1.200649454;-1.507633332;-1.55151818;-1.291821692
PF3D7_0214500;0.19286537;0.000435423;-0.068622866;0.379361722;0.548546559;0.170740366;0.12407435;0.056362047;-0.027693335;-0.968484277;-0.01237304;-0.306175333;-0.223237183;-0.441009775;-0.720500773;-0.150930311;-0.539354408;-0.846546601;-0.486177041
PF3D7_0214600;-0.386579672;-0.503788307;-0.545348498;-0.360207178;-0.379058467;-0.33125989;0.528837302;0.272727444;0.09652509;-0.533311046;-0.132427958;-1.329030934;-1.193272961;-0.887006617;-0.692624368;-0.670036015;0.202260816;0.106302023;0.08974485
PF3D7_0214700;-0.416362625;-0.086850508;-0.161638975;-0.395336527;-0.211678245;-0.124224169;0.064276025;-0.092837321;0.07639861;-0.033794758;0.393958062;-0.431215066;-0.354146464;0.437681004;0.247514235;0.194357183;0.674226419;0.700894446;0.535503413
PF3D7_0214800;-0.433594464;-0.427045371;-0.409919151;-0.099957844;-0.049835055;-0.058604571;0.014013322;0.160084249;-0.018414509;-0.181396813;0.087959675;-0.531988528;-0.48158301;-0.109220822;-0.215968715;-0.26846982;0.07999609;0.18218365;0.048531434
PF3D7_0214900;-0.104084145;-0.159648238666667;-0.016140756;-0.228474106;-0.226573345333333;0.003218357;0.261823063666667;0.103640779333333;0.121783304333333;0.0281453663333333;0.503811283333333;-0.298057235666667;-0.317575017333333;0.440026422;0.467316486;0.384548333666667;0.862937105666667;0.881408205333333;1.03423672166667
PF3D7_0215000;0.073909053;0.047388126;-0.629379448;0.130648101;0.047751812;0.375611184;-0.103813196;0.057791278;0.081174272;0.196069466;0.191909036;0.570605899;0.330322632;0.289663588;0.417406649;0.13621102;0.209432547;0.404211534;0.244154425
PF3D7_0215100;-0.243715056;-0.012755585;-0.746391539;0.348775228;0.278671087;-0.178100385;0.105831106;0.083789405;-0.023775003;0.34142757;-0.144086625;0.038986217;0.16788501;0.551176179;0.810031024;0.407127526;0.38812695;0.471083678;0.26917563
PF3D7_0215200;-0.445917854;-0.021476539;-0.088273298;-0.223574652;-0.012101628;-0.038712785;-0.755137723;-0.035347741;-0.025391807;-0.206003156;-0.120553268;0.045529628;-0.065595013;0.018871703;0.0687093;0.040583596;0.024913303;-0.611032024;-0.218471717
PF3D7_0215400;0.373339554;0.306641275;-0.451438884;0.527185353;0.352068079;0.488091817;0.336115172;0.157364303;0.329427315;-1.433237027;-0.650497687;-0.078843034;-0.051743035;-0.118770732;-0.336263277;-0.168449419;-0.185681999;-0.183528109;-0.329347249
PF3D7_0215500;-0.016050165;-0.162276185;-0.426225806;-0.260266617;-0.265278271;-0.327807917;-0.525378293;-0.39978957;-0.154683908;-0.616258827;-0.242797286;-0.440127548;-0.597549881;-0.912448162;-0.893598176;-0.391330283;-0.553645882;-0.431691361;-0.71304451
PF3D7_0215600;0.33918769;0.263198256;0.064760368;0.720558862;0.949865484;0.291408655;-0.01812891;0.510326754;0.451165859;-1.494509801;-0.526056515;-0.030508894;-0.192710889;-0.003355333;0.054308979;-0.254664871;-0.207517778;-0.080129856;-0.20870573
PF3D7_0215700;-0.245831791;-0.228386628;-0.399073345;-0.376243502;-0.129554594;-0.111953092;-0.305573716;-0.41672101;-0.355906657;-1.522544986;-0.665701191;0.074546941;0.011550737;-0.418407232;-0.605803669;-0.536025572;-0.582527145;-0.507866478;-0.357744793
PF3D7_0215800;0.435991002;0.06156365;0.08141513;1.053478895;0.623715415;0.462476318;-0.236609662;0.342445724;0.197884388;0.572199927;0.047662341;0.415574707;0.493508956;0.611458847;0.559181109;0.79975099;0.526227845;1.155408541;0.433178204
PF3D7_0216000;-0.58709496;-0.576776561;0.014377364;-0.809810998;-0.825181025;-0.481314011;-0.708643653;-1.52568728;-0.837066166;-0.497430173;-0.8458559;-0.782422896;-0.750436988;-0.793908113;-1.095107579;-1.065929067;-1.015626334;-0.868612584;-0.642058855
PF3D7_0216200;0.239933557;0.3569908705;-0.451350769;0.411955265;0.3554380725;0.421836318;0.1065694025;0.0709190915;0.32871845;-0.371429151;-0.133380276;-0.401331232;-0.359708038;-0.760184763;-0.5734739275;-0.697052161;-0.754960406;-0.920002183;-0.7892181385
PF3D7_0216300;0.209819516;0.245171169;-0.087561788;0.203802613;0.438178122;0.315872523;0.399256847;-0.174108753;-0.03154004;-0.408450089;-0.289930569;0.235928535;0.088663717;-0.666470793;-0.40969957;-0.019910502;-0.308940086;-0.549987011;-0.25476543
PF3D7_0216400;0.064037344;-0.080621743;0.058549752;0.808209747;0.655404333;0.358220582;-0.146167871;-0.476066706;0.528338374;0.122535855;-0.047760928;0.227563515;0.228512585;0.460951436;0.70696561;0.361750048;0.315476271;0.593282252;0.308380304
PF3D7_0216500;0.499747154;-0.472367178;0.445652744;-0.053629221;0.035393929;-0.231681629;-0.605200129;-0.196277281;-0.021081181;-0.106301299;-0.36034785;-0.237618265;-0.571476611;-0.359756102;-0.070588384;-0.706441926;-0.137822037;-0.038969146;-0.112944787
PF3D7_0216600;-0.439401113;-0.465099097;-0.946494312;0.218739359;0.093861501;-0.298594023;0.238627454;0.224347366;-0.067691452;-0.18987292;-0.51449108;-0.853149096;-0.948372591;-0.132970269;-0.120074002;-0.302442371;0.377698775;0.336576827;0.480903998
PF3D7_0216700;-0.633287729;-0.446864786;-0.119478573;-1.164045145;-0.971872169;-0.284249967;-0.270893576;-0.259010032;-0.66225892;-0.408864965;0.611734069;-0.510627415;-0.410393311;-0.550284491;-0.354199096;-0.494739327;0.139461105;0.157218796;-0.004352791
PF3D7_0216800;0.24514535;0.15922385;-0.288524329;0.199355365;0.252905373;0.064540171;-0.236718142;0.002666358;0.234536012;0.069584459;-0.132663687;0.095225229;-0.155866839;0.270473867;0.402319605;0.434352004;0.37900073;0.645074987;0.356098153
PF3D7_0216900;-0.807476189;-0.470154057;-0.422334031;-1.373683979;-1.067429718;-0.780750294;-0.482308487;-1.132492467;-0.750009748;-1.233811702;-0.334879611;-0.935649578;-0.663873318;-1.081418145;-1.16505593;-0.987086084;-1.617543483;-0.844999267;-1.614237351
PF3D7_0217000;-0.069915384;0.250905204;-0.369261668;0.30878548;0.286516486;0.707837788;0.170533531;0.040301515;0.043972614;-0.1723651;-0.037404872;0.310883364;-0.189510542;-0.05405257;0.263916721;0.018234702;0.072445831;0.185572058;-0.09100412
PF3D7_0217100;0.534224377;0.490014872;0.233910028;0.466103926;0.761960014;0.497943977;0.320938541;0.618860019;0.726803998;0.987153155;1.126216162;0.748454334;0.957993177;1.246835275;1.27855251;1.005301738;1.430556584;1.75264546;1.403114057
PF3D7_0217200;-0.337014306;-0.304817549;-0.412110893;-0.16346702;0.016892802;-0.247641575;0.070271153;-0.333815172;-0.41216489;0.054587077;0.046394905;-0.538705888;-0.504327211;-0.109475079;0.061006832;-0.196713536;0.085007949;-0.033539333;-0.401678984
PF3D7_0217300;-0.310045962;-0.146704345;-0.134293274;0.41155961;0.390139968;0.122685424;0.221939439;0.204085305;0.187977005;-0.091506368;-0.066318416;-0.618834187;-0.552191002;0.001195926;-0.051698469;-0.23048628;0.11316147;0.09878642;-0.057521612
PF3D7_0217400;0.355677808;0.405916128;0.244241988;1.163947252;0.986583702;0.855506517;0.504155278;0.533757383;0.579873493;-0.011215965;0.405834776;0.737774738;0.836848953;0.895759058;0.889481452;0.699243659;0.597745688;0.522454186;0.576540542
PF3D7_0217500;-0.261838639;-0.226190491;-0.680734453;-0.179457283;-0.383013458;-0.341144753;-0.008327905;0.44183968;0.263660769;-0.890241435;-0.18484805;-0.635748531;-0.795791692;-0.020494505;0.111723336;0.215756341;1.625712978;1.87234015;1.398730335
PF3D7_0217600;-0.084134641;-0.179414969333333;-0.0800614216666667;0.0288459263333333;0.184486234666667;-0.694117016333333;0.0253216303333333;-0.075020915;-0.193280359333333;0.326358937;0.0810230726666667;0.169688806333333;0.142306567333333;0.0727013756666667;0.054228005;0.117346213666667;-0.127025978333333;-0.259776507666667;-0.046350332
PF3D7_0217700;-0.077312192;-0.2773706575;0.125863631;0.00850724449999998;-0.1205394915;0.0076831685;-0.0120580835;-0.22546405;-0.1495208515;-0.15569978;-0.1216034455;0.2314618175;-0.0617717675;-0.5451233555;-0.494637711;-0.1429491745;-0.8759177535;-1.014638278;-0.785203219
PF3D7_0217800;0.716737004;0.846121074;0.983183508;0.856224128;1.040042048;0.800843258;1.099439163;1.055680864;0.905741893;0.470603934;0.633595865;0.806984457;0.847533487;0.197811408;0.350302551;0.167137861;-0.070702783;-0.197389801;-0.027032798
PF3D7_0217900;0.733203552;0.69019562;-0.171639321;1.275704718;1.362522867;0.805836915;0.846506075;0.989992053;1.008812551;0.033940113;0.861650045;1.189324845;1.319624006;2.1722851;2.531426514;1.471178727;1.705212604;1.932741078;1.822795977
PF3D7_0218000;0.371217208;0.632136343;0.087058603;0.614709932;0.643488721;0.779480379;0.624108966;0.463879156;0.578582216;0.736639641;1.604722616;1.261994607;1.037061403;1.875550085;1.562574768;1.201636884;1.373461614;1.592962909;1.706998122
PF3D7_0218100;0.437892836;0.377225104;-0.021854569;0.41496987;0.4970108915;0.42083094;0.8205033015;0.7449369615;0.3085824635;0.3643608345;0.3237125815;0.060466799;0.1170396425;0.751078541;0.8042654495;0.694312978;0.9305632025;0.9178000305;1.014760595
PF3D7_0218300;-0.124773211;-0.0727319545;0.091829975;0.368028036;0.122795735;-0.019908315;0.057787804;-0.191144418;0.2373436885;0.2012728355;-0.285481589;0.2225982495;0.1243852075;0.532585841;0.3796791745;0.0079685125;0.109326719;0.2791178725;0.1946992165
PF3D7_0218400;0.047327643;-0.055707316;0.210129235;-0.002424019;-0.190725461;-0.11864912;-0.365151821;-0.477506892;-0.096704906;-0.193215273;-0.264852432;-0.197670717;-0.116544881;-0.295449344;-0.411818731;-0.474036491;-0.55750177;-0.46387826;-0.331927726
PF3D7_0218500;0.645951273;0.649313088;1.034349732;0.850921786;0.907057541;0.646225811;0.635342833;0.664902597;0.613021848;0.317383188;0.644411565;0.139878865;0.159477028;0.01448734;0.143705985;0.303063925;0.344207552;0.185408011;0.330658995
PF3D7_0218600;-0.163866686;-0.255898052;-0.326020464;-0.251472669;-0.142428472;-0.104296472;-0.214996422;-0.202949453;-0.250468765;-0.160613365;0.157087933;-0.021933068;-0.168825502;-0.047344972;-0.295407425;-0.137351447;-1.168628639;-1.397194382;-0.999703653
PF3D7_0218700;-0.548716923;-0.425207449;-0.884794338;-0.856229943;-0.82061202;-0.68976674;-0.501481288;-0.942312787;-0.914075701;-0.267541299;-0.013524189;0.070444534;0.206507104;-0.112186059;-0.221731832;-0.174769319;0.063596705;0.088794144;0.228520257
PF3D7_0219100;-0.071453761;-0.311275307;-0.459598562;0.005088293;-0.180386715;-0.256698544;-0.274325973;-0.409173413;-0.328245425;-0.124646605;-0.235528991;0.525968991;0.265990889;0.19018319;0.147159167;-0.140593378;-0.146031336;-0.566518199;-0.678741234
PF3D7_0219200;0.763869071;0.791250381;0.918112437;0.969193872;0.918461847;0.723789389;0.865747266;0.845938073;0.631310232;0.783761075;0.634199095;1.017877152;0.966388399;0.911504851;0.916740203;0.516731401;0.399937661;0.413422892;0.405768061
PF3D7_0219300;0.144222093;-0.019470843;-0.158499699;0.189599207;0.110433793;-0.028671095;0.437302468;0.107579387;0.121898096;0.38729314;-0.043586849;0.370706455;0.085174508;0.180968742;0.118906647;0.012266203;0.040077837;-0.173391469;0.065447883
PF3D7_0219400;1.269515419;1.368604991;1.712687415;1.733760982;1.723501421;1.526164421;1.601873409;1.676628677;1.752463446;1.198896334;0.663498555;0.988897763;0.863306812;1.301629437;1.316296445;1.124759194;0.842745241;0.828997046;0.815641382
PF3D7_0219500;0.036773636;0.341677147;-0.243026445;0.38347945;0.356343806;-0.014929501;0.243558044;0.276281971;0.376842551;0.108850338;0.005389289;0.136298037;0.073142182;0.624950401;0.674754334;0.52689961;0.389077651;0.425934976;0.592720551
PF3D7_0219600;0.07089091;-0.074083315;-0.307896167;0.141605452;0.046978791;0.00932061;0.113438086;0.177835121;0.0044954;0.748368166;0.091594918;0.242626857;0.060786161;1.212606454;1.449951809;0.522534119;1.046634249;1.100727955;1.568627275
PF3D7_0219700;-1.442997778;-1.694881183;-1.959560341;-1.834524714;-1.724634937;-1.56829318;-1.374070168;-1.546383924;-1.299297481;-1.875228425;-2.456082333;-1.642951724;-1.458689977;-1.407537702;-1.395151926;-1.43898867;-0.349522735;-0.5441585;-0.525736884
PF3D7_0219800;-0.161887321;-0.277883077;-0.769670678;-0.596426553;-0.715119618;-0.103290249;0.138008101;-0.105477911;-0.227059443;-0.671726688;-0.33664299;-0.254948774;-0.216231788;-0.6282668;-0.76149355;-0.201931012;-0.219006275;-0.361355681;-0.084497069
PF3D7_0219900;-1.142802549;-1.289992333;-1.244620332;-1.205114487;-1.244966163;-1.215347048;-1.007856613;-0.770076805;-1.041980228;-1.284703919;-1.384735897;-1.647782778;-1.407679507;-1.440729069;-1.529950726;-1.341807427;-0.555739059;-0.884533827;-0.777792334
PF3D7_0220000;-0.501039739;-0.35415739;-0.61356806;-0.824354782;-0.995819158;-0.484127024;-0.641451486;-0.718463653;-0.605663875;-0.754110877;-0.839001325;-0.76150458;-0.921369267;-0.637840282;-0.851158868;-0.639590442;0.392257762;0.266957031;0.267975602
PF3D7_0220100;-0.673769014;-0.988740384;-0.341343967;-2.125976196;-1.920117612;-1.176392165;-1.333683385;-1.490059748;-1.564208937;-1.020230827;-1.297604946;-1.141649384;-1.374216132;-2.182282822;-2.297910449;-1.850702434;-1.562496502;-1.475494887;-1.087616217
PF3D7_0220200;1.994484746;1.750331539;0.332703082;2.253049764;2.165935838;1.907026096;2.316705513;2.27422763;2.105368527;-0.137899921;0.919718755;0.897815034;0.929854188;0.98188504;1.093662819;0.956664689;-0.140576711;-0.27980875;-0.01935913
PF3D7_0220300;0.159452202;0.134365919;0.352237178;0.034549227;0.008397724;-0.094131499;0.120164;0.12303392;0.265004648;1.195826759;1.833158555;1.37732306;1.387761629;2.22652883;2.130608151;1.619805678;0.004462991;-0.106779263;-0.093585243
PF3D7_0220400;-0.643150747;-0.561454063;-0.402369536;-1.758994812;-1.387989825;-0.572721525;-0.759966005;-1.044936597;-0.913275207;-0.572496382;-0.50272297;-0.890285628;-1.041546255;-0.763949463;-1.033084761;-0.778445286;-0.518574956;-0.621244046;-0.531814636
PF3D7_0220500;0.097175798;-0.133413455;-0.332141988;-0.622387416;-0.562731082;-0.202360388;-0.000189652;-0.250527777;-0.325083589;-0.855111432;0.351761607;-0.397857038;-0.324676907;-0.832908712;-0.995413173;-0.775519702;-1.905252198;-1.951657034;-1.837068354
PF3D7_0220600;0.356237673;0.063159991;0.544611585;0.221579393;0.202211363;0.052933609;0.17046111;0.38943898;0.26711654;1.053624366;1.441369437;1.284948526;1.305158178;1.919597288;2.027409554;1.116469444;0.709677486;0.681006474;0.601718823
PF3D7_0220700;-0.780693605;-1.073551562;-0.91207487;-1.342576885;-1.364916879;-1.156653285;-0.850820283;-0.917362367;-1.295665342;-1.210034081;-0.22724787;-0.488638904;-0.40415523;-0.99757075;-1.146983496;-0.961727255;-0.112450534;-0.330408526;-0.008488746
PF3D7_0220800;-0.099470693;-0.8766761915;-0.7615525065;-1.478357521;-1.3690477115;-1.16011146;-0.518931217;-0.5191287965;-0.708326836;0.5479381485;-0.5602080765;-0.3082898285;-0.175599602;0.3167523435;0.4031268765;0.435092726;0.533853208;0.775599371;0.733447632
PF3D7_0220900;-0.782245284;-0.234448467;-0.025105609;-0.044458917;-0.430500212;-0.643366051;-0.880208835;-0.352990981;-0.460475223;-0.332124467;-0.372220515;-1.474133306;-1.305660653;-0.660167787;-0.619355941;-0.943026916;-0.893675965;-0.997584904;-0.314708903
PF3D7_0221800;0.280536468;-0.15756973;-0.331464556;-0.274206541;-0.400541332;-0.740684634;-0.342465693;-0.158094337;-0.170361595;-0.610266532;-0.228918873;-0.127339677;0.138043932;-0.489426886;-0.459194677;-0.342311866;-0.316459421;0.016379726;-0.249395797
PF3D7_0221900;-0.541702461333333;-0.334738732333333;-0.0538310086666667;-0.658948824333333;-0.394791187333333;-0.947725204;-0.768999015666667;-0.598408024333333;-0.814156787;0.210791615;-0.0382292366666667;-0.816993947666667;-0.874746832;-0.442229562;-0.488335649666667;-0.650729450333333;-0.541564139333333;-0.630194670333333;-0.390912748
PF3D7_0222100;0.177421265;-0.199556656;0.11410367;0.290041894;0.301239312;-0.21199515;0.012340519;0.013833088;-0.023556504;0.250406824;-0.071420204;-0.092151517;-0.137384332;0.116409474;0.003180267;0.057891033;-0.298816929;-0.515194117;-0.126281858
PF3D7_0222600;-0.133374432;-0.002818224;0.322865951;-0.411422864;-0.340371332;-1.01075394;-1.120241938;-0.37487573;-0.270880452;0.185999175;-0.40890786;-0.439607113;-0.613614226;-0.290289284;-0.397754719;-0.424906975;-0.379086007;-0.341842392;-0.102679659
PF3D7_0223200;-0.260563993;-0.081641021;-0.4325884;-0.973076479;-0.674956571;-0.516957881;-0.748082337;-0.578477206;-0.531438219;0.540197893;-0.359096978;-0.33664908;4.1e-05;-0.752080431;-0.700853977;-0.298358297;-0.2866394;-0.197511066;-0.496714252
PF3D7_0223500;-0.161681141;-0.252928601;-0.030185036;-0.477504136;-0.407388058;-0.205060849;-0.506016648;-0.62273635;-0.344605178;-0.84222959;-0.482271411;-0.508044223;-0.430814612;-1.258215332;-1.540302922;-0.507999012;-0.613414724;-0.464505072;-1.035510666
PF3D7_0300100;0.422764021;-0.505395916;-0.068010954;0.240259662;-0.67569545;-0.266704303;-0.22294951;-0.995232735;-0.586666456;-0.281402843;-0.221455797;-0.398786921;-0.322140091;-0.234882702;-0.860682811;-0.488451463;-0.700449166;-0.656301501;-0.096304524
PF3D7_0300200;0.301891485;-0.245581725;-0.21683802;-0.406105932;-0.30765737;-0.270252525;-0.069767065;-0.128357703;-0.099126566;0.705913299;-0.139823697;-0.099439726;0.165587376;-0.481521928;0.247404015;-0.248497529;-0.203122719;-0.210435619;-0.337216705
PF3D7_0300400;-0.71136598;-0.384626504;-0.493622072;-0.75764907;-0.819339559;-0.659863151;-0.99497346;-1.024288103;-1.024598059;0.657538807;-0.107984208;-0.18223049;-0.34697421;-0.060324419;0.07712022;-0.102750349;-0.401938086;-0.637901982;-0.360224226
