"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"Artemisinin_H10","-0.055087376"," 0.360736223","-0.135561529"," 0.29999329"," 0.6868169497","-0.0465626195"," 1.128080478","-0.399534494","-1.011145423","-0.042465873"," 0.0919440777"," 0.241052792"," 1.656505703"," 0.215065310"," 0.3972738991"," 0.180151075","-0.6091990685"," 0.143632866","-0.746690832","-0.5564576375"," 0.1088838915","-0.010422120","-0.016646087"," 0.699945740"," 0.331152768","-0.037069700"," 0.131593293"," 0.560048922"," 0.3968731033","-0.602859045","-0.267447423"," 0.650122195"," 0.066545560"," 0.051211312"," 0.306263113","-0.16094106","-0.507660168"," 0.2167678545","-0.64890774"," 0.0692902376","-0.1636113151"," 0.244054139"," 0.363198784"," 0.103801261"," 8.149687e-02"," 0.142077964","-0.2911388752"," 0.188360188"," 0.515748710","-0.316769727"," 0.346846105","-0.408144846","-0.31943285","-0.5681439534","-0.177377579"," 0.358056247"," 0.1377077020","-0.194146445"," 1.134453058"," 0.125757661","-0.703199550"," 0.1687289822"," 0.103281944"," 0.130690402","-0.728081661"," 0.477112800","-0.127047630","-0.379962947","-0.202081720"," 0.021723160"," 0.887467013","-0.169148896","-0.392055266","-0.008710034"," 0.169648740","-0.2644711795"," 0.019035389","-0.900628862","-1.565380e-03","-1.20452025"," 0.466308910","-0.897738381"," 0.0526798522"," 0.889346881","-0.027632947","-0.060951237"," 0.427730769","-1.584784629"," 0.500916088"," 0.700183313","-1.084096741","-0.13707771","-0.543249503"," 0.6828428735","-0.253563936"," 0.346948961","-0.360605224","-1.623964955"," 0.18170327"," 0.4605188432",15,12,"Artemisinin"
"MMV43TP1","-0.275157072","-0.653162483","-1.919031212"," 1.69046452"," 0.2435913510"," 0.8377850487"," 1.218418070","-0.767356739","-1.452641489"," 0.484142934"," 0.6634830235","-1.180920738"," 0.047810611"," 1.035045969"," 0.2927011099"," 1.217679133","-1.3189526191"," 0.210463585"," 0.443278405"," 0.0257006308","-0.2883134985","-0.225727915","-3.061650079","-0.254040168","-0.418431368"," 0.555705105"," 0.449821543","-0.216690353"," 1.8628330795"," 0.149545108","-0.139706324","-0.255337761"," 0.600785037","-0.352106613"," 0.395148550","-0.91326730","-1.996235327"," 0.5219965998","-1.32560479","-0.7444330477"," 0.7787225806"," 0.203334995","-0.305978765","-1.739294473","-9.997306e-01","-1.428730488"," 0.8089802816","-0.437946540","-0.537722683","-0.437158727"," 1.042886014"," 0.674408867"," 1.02389443"," 0.1445662530","-0.031704732"," 0.532516448"," 0.5256420178"," 0.250601539"," 0.325571042"," 1.617622428","-0.820935275"," 0.2851725380","-1.430894871"," 1.356665620","-2.677411896"," 0.526779157"," 0.847785060"," 0.976733329"," 0.621605936"," 0.120507436"," 0.266881626","-0.111644664","-2.018483648","-0.027499611","-0.697088836"," 0.4490434621"," 1.563564367","-1.823447229"," 1.078349e+00","-2.45684398"," 0.382977624"," 1.284631972","-0.2046203049","-0.122923564"," 0.561640893","-1.819288493"," 0.265467724","-1.781553834"," 0.697417984"," 0.046379168","-1.258128805"," 0.65088620","-1.920087252"," 0.5960154637"," 0.709766996"," 0.928300466"," 0.946354659"," 0.643042479"," 0.55586829"," 0.2927115203",16,13,"MMV43"
"MMV43TP2"," 0.389011985"," 0.296389100"," 0.555952702"," 0.40882794"," 0.0879613473"," 0.5428720844"," 0.903844482","-0.254319301"," 0.368515126","-0.369408725"," 0.6633683285"," 0.480817295"," 0.078009449","-0.171864183","-0.1661924524","-0.286928578","-0.9278934629"," 0.440136562","-0.563937672"," 0.0347598648","-0.1278174197","-1.187633644","-0.437151194","-0.827377376","-0.960689346"," 0.504097258"," 0.397910696"," 0.508783542"," 0.0395453818"," 0.025677010"," 0.211666742"," 0.052163500"," 0.561748952","-0.109153189"," 0.401863526"," 0.30734326","-0.945004587"," 0.0167343352","-0.33383061"," 0.3251363552"," 0.3633196345"," 0.385782865","-0.058879411","-0.780007455","-2.893180e-01","-0.038313444"," 0.0186649382"," 0.441453739","-0.297173057","-0.031451854"," 0.132996614"," 0.103713131"," 0.17397537","-0.3420367928"," 0.319404700","-0.061203338","-0.1073068981"," 0.552652737"," 0.583026873"," 0.844412574","-0.187193361"," 0.6189263318","-1.048480845","-0.577564767","-0.293848721"," 0.056048491"," 0.210301594"," 0.603589488"," 0.069484145"," 0.670591594","-0.145715228","-0.592280970","-0.879987341"," 0.385907740","-0.076247173","-0.2696149796"," 0.428932938","-1.045746832","-2.124208e-01"," 1.00415380"," 0.375202272"," 0.757711374","-0.2442782702","-0.064031513","-0.467914934"," 0.242124350","-0.495946821","-0.854389249","-0.468021754","-0.190529586","-0.202434926"," 0.97745312","-0.242472176","-0.0270013993","-0.288502311","-0.621022608"," 0.268447220","-0.263768602","-0.34033097","-0.3861290607",16,13,"MMV43"
"MMV48TP1","-0.203625718","-0.166865628","-0.720467197"," 0.69731787","-0.0951679264"," 0.0225410189"," 0.011998962","-0.257202630","-0.403875153"," 0.315441364"," 0.2970138081","-0.336437550","-0.577422675"," 0.022728341","-0.1791897253"," 0.654341726"," 0.3883390724","-0.262161604"," 0.176876685"," 0.0763802764","-0.0920994168","-0.430553900","-1.847373559","-0.389498479","-0.216071133"," 0.068761205"," 0.017275190","-0.528890153"," 0.5029167892"," 0.152143694"," 0.117190118","-0.320962581","-0.888057422"," 0.090944711"," 0.149915044"," 0.11684375"," 0.156137939","-0.3503424250"," 0.01787364","-0.3207311185"," 0.1801957024"," 0.459741796","-0.296555146","-1.032036697","-2.427428e-01","-0.315595053"," 0.1324550210","-0.104043034","-0.674763872","-0.219553706","-0.026856647"," 0.208516366"," 0.98563006"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.1282132818"," 0.031735487"," 0.029740552"," 0.609257645","-0.320972352","-0.0812756296","-0.835569584"," 0.880655667","-2.945437123","-0.267179383"," 0.494266944","-0.309459379"," 0.306998174","-0.145232768"," 0.476244064","-0.161396695","-0.316914767","-0.192378423","-0.180678051"," 0.2612403470"," 0.140385160"," 0.218222843"," 7.080128e-01","-0.49000247","-0.078860196"," 0.452461055","-0.1714370771","-0.243014365"," 0.121312987","-0.592743387"," 0.446736174"," 0.761757211"," 0.167987449","-0.019550177"," 0.054829853"," 0.24227719","-0.502026811","-0.3525183740"," 0.444620983"," 0.165210540"," 0.570185431"," 0.572232255"," 0.14545066"," 0.4970717804",17,13,"MMV48"
"MMV48TP2"," 0.350709662"," 0.377980747"," 0.440562359"," 0.67998710"," 0.0115338926"," 0.4304096406"," 0.574902224","-0.414696517"," 0.485069648","-0.150732990"," 0.5552437510"," 0.135295817","-0.076454238","-0.240230792"," 0.1935937232"," 0.090991291","-0.9388785545"," 0.503888065","-0.480976849"," 0.1779044569","-0.1136938473","-0.752568316","-0.693202916","-0.593431482","-1.169959665"," 0.286197981"," 0.511102752"," 0.074536715","-0.1498718242","-0.122356115"," 0.025646947"," 0.187503074"," 0.286702467","-0.087527774"," 0.022626976"," 0.01492680","-0.781503165","-0.0069314639","-0.06557708"," 0.1833180365"," 0.3520666734"," 0.384511735","-0.045493588","-0.495578433","-1.736365e-01"," 0.030388565"," 0.0684388983"," 0.254060689","-0.365508361"," 0.105440428"," 0.111900673"," 0.017030381"," 0.49354025","-0.1360117238"," 0.228125548","-0.149640150","-0.0948032071"," 0.254025318"," 0.327334462"," 0.268865158"," 0.033975911"," 0.4951444724","-0.999851863","-0.370845717","-0.568859238"," 0.003806401"," 0.088594311"," 0.115992165","-0.105610817"," 0.462780806"," 0.018779912","-0.354471865","-0.649922719"," 0.081549825","-0.354238736","-0.0835902832"," 0.368958546","-0.856429578"," 1.401634e-01"," 0.76910511"," 0.356311192"," 0.582702892"," 0.0438430198"," 0.028056656","-0.391869578"," 0.140822911","-0.056713281","-0.549589326","-0.260596104","-0.347794286","-0.108210778"," 0.53635321","-0.332551830"," 0.1623190010","-0.016297319","-0.575997769"," 0.229700869","-0.863441471","-0.32174989","-0.2521357086",17,13,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.430237366"," 0.960711931"," 0.17868972"," 0.1469677987"," 0.1454944404"," 0.183012153","-1.169572230"," 1.633967356"," 0.066616128"," 0.7696907184"," 0.031068190"," 0.388862554"," 0.258550366"," 0.1832059721"," 0.105629150","-1.5430325873"," 0.045413859"," 1.179576401","-0.8601691822"," 0.6609074078","-1.445749628"," 0.163161889","-1.305234452","-1.544479793","-0.048693067"," 1.037305131"," 0.361795953"," 0.3800025160","-0.146638528"," 0.045277320","-1.017971762"," 1.126130567"," 0.021310792"," 0.116718403"," 0.21830169","-0.353577237"," 0.1256552688","-1.86563928"," 1.0161864200"," 0.0760246112"," 0.014175281"," 0.282562231"," 0.027541332","-2.043019e+00","-0.281906863"," 0.3129589084"," 1.023635695","-0.096726436","-0.298273713"," 0.482910521"," 1.029183664","-0.17081222","-0.1441684374","-0.831360522","-0.071358125","-0.4268428045"," 0.449239613"," 0.442153373","-0.030175810"," 0.014978722"," 0.2416624439","-3.501639837"," 0.663429266","-0.023981974"," 0.263442944"," 0.057500155"," 1.125165922","-0.273207452"," 0.511585960"," 0.127761764","-1.445888223","-0.512883976"," 0.342164139","-1.451284204","-1.0270749834"," 0.908110207","-0.394195919"," 2.915346e-01"," 0.23638261"," 0.238240067"," 0.026701066","-0.5649608797","-0.193527390"," 0.045121127","-1.036930862"," 0.280034897","-0.230937309","-0.429305394","-0.519686098","-1.365298808"," 0.14780225","-1.555971676"," 0.4748863921","-0.287829065","-0.121292932"," 0.464039326"," 0.891731979","-0.22953144"," 0.6050102586",18,14,"DFMO"
"DFMO_TP27","-0.096675517"," 0.751735480","-0.728719366"," 0.46560877"," 0.1431955876"," 0.6911197874"," 0.210096097","-1.502158049","-0.930395856"," 0.177763773"," 0.8468223106","-1.704182522","-0.357733528"," 0.797464630"," 0.4288287084","-0.051017074","-3.5204117956"," 0.405728030"," 3.177751578","-0.2242562076"," 0.3615801732","-0.278235613"," 0.311148385","-0.792909867","-0.805824663","-0.256317455"," 1.117386674"," 0.185306402"," 1.6048712295"," 0.447981120"," 0.266612146","-0.396794382"," 1.214635264","-0.021228241","-0.197244001","-0.46550564","-2.620045503"," 0.3275493920","-2.43196180"," 0.3398496265"," 0.5154100218","-0.060673107"," 0.362397019","-1.462564059","-2.445285e+00","-1.175832083"," 0.8997833812"," 1.373573731","-0.477234629"," 0.047993595"," 0.731933507"," 0.934734631"," 0.18332974","-0.1993989378","-0.109346114"," 0.390553634"," 0.2166792521"," 0.182294169"," 0.012898587"," 1.043493901"," 0.310404014"," 0.3021529696","-2.313839423"," 1.317091240"," 0.254904711"," 0.242765950"," 0.111490492"," 1.125552548"," 0.051173032"," 0.759304597"," 0.186082549","-4.505518165","-1.466461350"," 0.221111608","-2.584673184","-0.4986203450"," 0.891228682","-1.306294682"," 3.879044e-01","-0.26107566"," 0.905818403"," 0.159285425"," 0.2482913963","-0.026760735","-0.070612109","-1.479569019"," 0.393139450","-2.634623782"," 0.393322375","-0.383263648","-2.192381772"," 0.27677746","-4.223034403"," 0.9918124024"," 0.303755045"," 0.109164558"," 0.616223765"," 0.975111233"," 0.17395878"," 0.8818480023",18,14,"DFMO"
"DFMO_TP34","-0.283709648"," 0.011460702","-1.791328781"," 0.39924445"," 0.2880162764"," 0.8366422952"," 0.128709677","-0.943258661","-3.704243432","-0.085936607"," 0.0791183100","-2.611018562","-0.566557764"," 0.929567015"," 0.3813195959"," 0.241003173","-3.6264090081"," 0.490683444"," 0.913119383","-0.3292457122","-0.1696369856"," 0.039228158"," 0.004256272","-0.751287742","-0.166265415"," 0.041007819"," 1.083619873"," 0.407953669"," 1.9377552282"," 0.810863060","-0.027879155","-0.535825871"," 1.208540769","-0.057840485","-0.586168972"," 0.07210091","-2.000442328"," 0.1577631620","-2.06214761"," 0.0550966311"," 0.3609984573","-0.046940061"," 0.471438077","-0.941888413","-2.057562e+00","-0.979792375"," 1.2516793100"," 1.219915079","-0.290356322","-0.036450075"," 0.493977366"," 0.912577265"," 0.09696059","-0.0486165477"," 0.167438426"," 0.554517791"," 0.3702205613"," 0.469606796","-0.220108354"," 1.199500456"," 0.370695101"," 0.3550427226","-1.781864214"," 1.412968204"," 0.212593905"," 0.288263838"," 0.490888247"," 1.180166493"," 0.188841058"," 0.348332760","-0.179685961","-2.681380708","-1.162902455"," 0.406236866","-2.344358628","-0.3499771417"," 1.027919782","-0.988849155"," 2.624496e-01","-3.15623619"," 0.810839074"," 0.400259019","-0.0621104799","-0.069499281","-0.020038484","-2.048915720"," 0.174532740","-2.002395591"," 0.530378218","-0.360996809","-2.214968432"," 0.11637083","-3.546636478"," 0.9205644322"," 0.239595421"," 0.208892979"," 0.952683335"," 1.102042390"," 0.40985699"," 0.6232925132",18,14,"DFMO"
"IonoTP1"," 0.377163633","-0.167109909"," 0.577146074"," 0.02186441"," 0.2241584998"," 0.0459141282","-0.070530976"," 0.179513470"," 0.921571428"," 0.199042640","-0.2061638167","-0.460580380","-0.216786587"," 0.107491929"," 0.2387658411"," 0.126727077"," 0.0126581656","-0.030942215","-0.162436361"," 0.1112178076"," 0.2309939572","-0.093327880","-0.011444913"," 0.243419540","-0.129974530","-0.142449941","-0.076213048","-0.991562164"," 0.0066109481"," 0.020713371","-0.042178124","-0.029661431","-0.236017162"," 0.039339630","-0.096308134","-0.03258383"," 0.465538786","-0.0184670068","-0.47283748"," 0.1212863626","-0.0514487430"," 0.043836860"," 0.167886176"," 0.129122018"," 3.084893e-01","-0.750399086","-0.0265271440"," 0.496069136"," 0.410100572","-0.024876883","-0.277940125"," 0.131759644","-0.49764827"," 0.0562253109","-0.047057766"," 0.004175686"," 0.0383507019","-0.015472283"," 0.191795246"," 0.087046931"," 0.016374142","-0.1852181550","-0.190903144"," 0.002119977","-0.025936595"," 0.005643441"," 0.025133874","-0.023658936","-0.063569389"," 0.194989781","-0.120209643","-0.010766066"," 0.070496008","-0.008244235"," 0.819876686"," 0.0109625108","-0.038205217","-0.132386860"," 7.499587e-02"," 1.11991925","-0.521342691"," 0.141637330","-0.5098163713"," 0.191686829","-0.043140940"," 0.006529633"," 0.083315138","-0.221298010","-0.029587064","-0.002425436"," 0.177674911"," 0.08689218"," 0.252032943","-0.0325756287","-0.131976995"," 0.081936476","-0.030627294"," 0.040465933"," 0.03240576","-0.0775740552",19,15,"Iono"
"IonoTP2"," 0.098505433","-0.260074645"," 0.311851114"," 0.09183034"," 0.1702104536"," 0.0949630175","-0.116820197","-0.088801456"," 0.373186958"," 0.113622969","-0.2406660512","-0.044017847","-0.000185653"," 0.139875661"," 0.1046918760","-0.044579637"," 0.3813069423","-0.033651827","-0.281276720"," 0.0350828774","-0.0005571221","-0.023730281"," 0.002361918"," 0.245757904"," 0.055006054","-0.086431360"," 0.007365444","-2.537759995","-0.0619434969"," 0.023246122"," 0.117596869","-0.053928502","-0.202803561"," 0.079987234"," 0.193590799","-0.03345902"," 0.385732163","-0.0219004864","-0.14334597"," 0.0697450183"," 0.0013380566"," 0.003995433"," 0.087475334","-0.063610883"," 7.906789e-02"," 0.260817580"," 0.0056845020"," 0.188642324","-0.146318341"," 0.008247210","-0.023453905"," 0.102284162","-0.06141009"," 0.0147014711","-0.112303929"," 0.100399410"," 0.0158322469","-0.026388930"," 0.223578207"," 0.035826136","-0.067456805","-0.1054190427"," 0.030768681","-0.012504202","-0.019419145","-0.007635044"," 0.005600677"," 0.067837657"," 0.066690011"," 0.059911449","-0.020382384"," 0.247260522"," 0.102816011","-0.009178910"," 0.336543313"," 0.0313414070","-0.106756807","-0.056671884"," 2.909166e-02"," 0.67667185","-0.836659248"," 0.065017822","-0.9313517054","-0.002376034","-0.058883992"," 0.112994092"," 0.063438139","-0.050099062"," 0.024322111"," 0.036219427"," 0.159825220","-0.02024354","-0.177500446","-0.0929600558","-0.208815172"," 0.112623286"," 0.010376383"," 0.058187886"," 0.02686898","-0.0585865244",19,15,"Iono"
"IonoTP3"," 0.093464461","-0.059077808"," 0.562504053","-0.31250065"," 0.0637752828"," 0.0200781525","-0.059724368"," 0.001565019"," 0.445834589","-0.196446326"," 0.3153114483"," 0.333318636"," 0.072473136","-0.118171276","-0.1609918218","-0.034959812"," 0.0919786301","-0.042442340","-0.740008296"," 0.0532185553","-0.0827796113"," 0.009940832","-0.052021502"," 0.446448215"," 0.170819652","-0.047777184"," 0.071185389","-1.257439076","-0.0869015586","-0.098570835","-0.038637610"," 0.160165687","-0.042722762"," 0.107754741"," 0.291462868"," 0.09081499","-0.237027941","-0.0835294355","-0.14861647","-0.1368766006","-0.0355974097","-0.099508754","-0.084660908"," 0.077415097","-1.080767e-01"," 0.218436520","-0.0707618705"," 0.377395492","-0.140422236","-0.063617849"," 0.105435638"," 0.073294406"," 0.27596937","-0.1162479404"," 0.051602988","-0.055729560"," 0.0005911154","-0.013842505","-0.055013563"," 0.040321686"," 0.029729619","-0.1540255130","-0.146127376","-0.007460437","-0.223581631","-0.110882907","-0.064755579","-0.166600996"," 0.048117912"," 0.162823996","-0.008762269"," 0.002017212","-0.341894335","-0.027091497"," 0.324184870","-0.1222835013","-0.157927696"," 0.007903450","-4.371061e-03"," 1.66070809","-0.321635121","-0.136229550","-0.8848491813","-0.075583343","-0.407654530"," 0.143994632","-0.032238710","-0.155845141","-0.114972635","-0.070213436","-0.240987716","-0.06773459"," 0.178508294"," 0.0771303189"," 0.097051551","-0.037308968","-0.106092107"," 0.071466465","-0.02942151","-0.0448262570",19,15,"Iono"
"IonoTP4"," 0.631064984"," 0.335906238"," 1.030015679"," 0.02761350"," 0.0394900811","-0.0426049404","-0.067231823"," 0.170453539"," 1.241414244","-0.094021632","-0.1330963201"," 0.578090615","-0.113684882","-0.097180110","-0.1380928644","-0.088815688"," 0.0939438511","-0.076916890"," 0.218154389"," 0.1472653617"," 0.0937038980"," 0.058509315","-0.410051704","-0.133844093","-0.166553709","-0.060297970","-0.080960900","-1.781208933"," 0.0006837926","-0.039281998","-0.020184561","-0.067646715","-0.279454501"," 0.372683288"," 0.094588077","-0.08261760"," 0.269508834","-0.1605863235"," 0.25685826"," 0.0161595392","-0.0284036450"," 0.068899589","-0.387426190","-0.097462681","-1.503257e-02"," 0.511112995"," 0.0675111585"," 0.025824556","-0.161058850"," 0.041665506"," 0.049248384"," 0.042104247","-0.15288449","-0.0498316381","-0.338370249","-0.005795300","-0.1427907942","-0.300447287"," 0.091157332"," 0.068698234"," 0.046958427","-0.1431476585","-0.192809167"," 0.016405931","-0.174656965","-0.138979984","-0.070225028","-0.114481393"," 0.041901779"," 0.185675920","-0.102680689"," 0.099509031","-0.244205099"," 0.018398107"," 0.170270524"," 0.0002375021","-0.182153044"," 0.008291304","-1.001362e-01"," 2.18954478","-0.774974302","-0.228387998","-1.6547790884","-0.016805679","-0.539042865"," 0.386833059"," 0.010118188"," 0.256304067"," 0.078534411","-0.043265716"," 0.406819899","-0.01546502"," 0.193331160","-0.1056576564","-0.097031829"," 0.060432156","-0.084467126"," 0.085936198","-0.03893425"," 0.0345658096",19,15,"Iono"
"IonoTP5"," 0.662901303"," 0.296675553"," 0.812178432","-0.39768760","-0.0291621003"," 0.0345387252","-0.033611583","-0.154919263"," 0.799382734","-0.040736197","-0.1901187383"," 0.675763466"," 0.018567766","-0.118703404","-0.1483574065","-0.062632171"," 0.4986517642","-0.317875122"," 0.041588702"," 0.3291813679"," 0.0799589613"," 0.130203211","-0.943020522"," 1.097995490","-0.193015243","-0.092211897","-0.160439831","-1.728970663","-0.1291943547","-0.115310187","-0.287962772","-0.048945695","-0.979840106"," 0.612349390"," 0.195021796","-0.05027297"," 0.137545455","-0.0056408021"," 0.17645833","-0.0354333748"," 0.0331495929"," 0.183865972","-0.804112078","-0.109400052","-4.351399e-02"," 0.003152241"," 0.2443375152","-0.122920284","-0.242950700"," 0.216269498"," 0.309160721"," 0.069274579","-0.07032302","-0.0783876404","-0.440275096","-0.256945941","-0.1251908052","-0.261417641"," 0.070915516","-0.041398109","-0.029197428"," 0.0386369126","-0.366091267"," 0.012390178","-0.168858813","-0.125605895","-0.062851747","-0.184616457"," 0.002492292"," 0.221405267","-0.051450592"," 0.413792418","-0.616720969"," 0.131805078"," 0.342424650"," 0.2022255622","-0.171806792","-0.019440294","-9.733447e-02"," 2.06431252","-1.600727153","-0.213147444","-1.1615081338","-0.128285099","-0.208239500"," 0.701080955"," 0.133133575"," 0.114334852","-0.006420492","-0.094099128"," 0.286740139","-0.02260882"," 0.163195975","-0.2597802544","-0.106180760"," 0.013746188","-0.046571894"," 0.033689961"," 0.11290492"," 0.0602166909",19,15,"Iono"
