"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0290","PF11_0527","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFC0090w","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFI0500w","PFI0965w","PFL0625c","PFL0980w","PFL1135c","PFL2055w","D_class","Class","Compound"
"Colchine_H8","-0.009236766","-0.056922742","-0.141578180"," 0.05182466","-0.0754419346","-0.075027890","-0.060388887","-0.274205889","-0.088283228","-0.2415768012","-0.154799457"," 0.053740373"," 0.0180751669"," 0.0005176450"," 0.268605129"," 0.732641056","-0.1073666276","-0.0964305113"," 0.169312463","-0.062311738"," 0.060998870","-0.186291398"," 0.295196547","-0.1259658923","-0.094749909","-0.020071092"," 0.375007491"," 0.03385067"," 0.10751585","-0.2119445699"," 0.1282643129","-0.125451707","-0.044355337","-1.004836e-01","-0.148906879","-0.2021483515","-0.206312319","-0.057357570","-0.002320497","-0.021083768","-0.005665948"," 0.50136961","-0.250615638"," 0.085592247"," 0.0312877940"," 0.039968895","-0.111748064","-0.039580698","-0.073744520","-0.1036781512"," 0.260870885","-0.329669717"," 0.139989052","-0.149065926"," 0.115507536","-0.102463432"," 0.065035757","-0.063934396","-0.005619798"," 0.085612523"," 0.3386004902"," 0.053488599"," 9.278814e-02","-0.19097045","-0.314184491"," 0.240075230"," 0.0761855908","-0.131461637","-0.213598050","-0.269214302","-0.194637121","-0.05327725","-0.2477878681"," 0.025553314"," 0.457438505",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.474650819","-0.079374456","-0.68370223"," 0.8409102365"," 0.134853014","-0.648449042"," 0.286440840","-0.605368730","-0.5704677168"," 0.322333731"," 1.238583480","-0.6084719110","-0.4575132967","-0.017054461","-1.468365438"," 0.0850714160"," 0.0498737545","-0.020533137","-0.113486045"," 0.260860824"," 1.296429254"," 0.346351105","-0.1545532149"," 0.126167422","-0.671586699"," 0.505998030","-0.09827255"," 0.52669198"," 0.0545589886","-0.2734901042"," 0.423797476","-0.401780929","-1.967981e-01"," 0.564909008"," 0.9868785188","-0.177938987","-0.620062079"," 0.699883577"," 1.151577523","-0.043204783"," 0.04572665","-0.213857006"," 0.213268243","-0.1321603609"," 1.098077122"," 0.176376690"," 0.701234616","-0.193828717","-0.5792707293","-0.489547021"," 0.233900273","-0.324927697","-0.397519460"," 0.225651061"," 0.627845984"," 0.227747450"," 0.111671288"," 0.549787066","-0.220772196","-0.7707462237"," 0.849210327","-6.813784e-01"," 0.26615608"," 0.004621575","-0.129760498"," 0.5297296592","-0.328247634","-0.781154877","-0.016135885","-0.011840108"," 0.46264974"," 0.0745221001"," 0.132041426","-0.237854507",8,7,"PMSF"
"PMSF_H2"," 0.055628060","-0.653973091"," 0.042742422","-0.45443042"," 0.1443225284","-0.317562550","-0.104669119"," 0.236612457","-0.715612807","-0.0004724186","-0.345669169"," 1.183216765","-0.5013948201","-0.2965792288"," 0.048572491","-2.171562075"," 0.1254721776"," 0.2232006414"," 0.457900067"," 0.101320188","-0.282704700"," 0.986072115"," 1.168068416"," 0.3596800221","-0.057129459","-0.905685405"," 0.647614079","-0.22301942","-0.10724502"," 0.0825341954"," 0.2656502283","-0.079534401"," 0.063067476","-2.120510e-01"," 0.190206202"," 0.9545679837","-0.266420837"," 0.258817698"," 0.275779917"," 1.081724471","-0.014229612","-0.80413318","-0.466035331","-0.330167741"," 0.0099572942"," 0.767267048"," 0.121783287"," 0.383254343"," 0.034017374"," 0.1617767610","-0.016900251"," 0.517526678","-0.060106917"," 0.434779144"," 0.043077084"," 0.789797744","-0.438827503","-0.303479333"," 0.291365991","-0.182464897","-0.7718034762"," 1.278778446","-9.508613e-01"," 0.19613816"," 0.272955316"," 0.122609270"," 0.9048633670","-0.432690170","-0.461710281","-0.535592227","-0.410917587"," 0.76052930"," 0.1034927632","-0.038465099","-0.478290220",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.674288814","-0.100765683","-0.02321564"," 0.9076468858","-0.464754371","-0.269766742","-0.258359429","-0.928256747"," 0.2694533325","-0.478563365"," 1.288858803","-0.5506541429","-0.3951462361","-0.027430252","-2.789447931"," 0.0479450693","-0.0597863967"," 0.775338481"," 0.107131899","-0.159166476"," 0.830646412"," 1.097288781"," 0.1825579303"," 0.139871182","-1.011182199"," 0.742268086","-0.29914901"," 0.02910867","-0.4564080427"," 0.2616051387","-0.323733170"," 0.165604744","-2.756711e-01","-0.083977607"," 1.0195683869","-0.624141637"," 0.308082608"," 0.149486395"," 0.511494692"," 0.132880707","-1.09919451","-0.669657889","-0.333752233","-0.0656887381"," 0.740349063"," 0.128595724"," 0.229931611","-0.033005821"," 0.0492793828"," 0.165717854"," 0.265872499"," 0.055409324"," 0.141830135"," 0.072911523"," 0.969363820","-0.513303347","-0.692523272"," 0.231004049"," 0.030897743","-0.9670671936"," 1.283814924","-6.837545e-01","-0.18971303"," 0.251459649"," 0.108414833"," 1.2153349578","-0.456117629","-0.027607867","-0.633651624","-0.575458625"," 0.90380319"," 0.0235981756","-0.138076294","-0.980731772",8,7,"PMSF"
"PMSF_H6","-0.149618302","-1.011765695","-0.607675630"," 0.36144176"," 0.6394142237","-0.560455275","-0.055234025","-1.110344088","-1.135356797"," 0.8585530397","-1.132871905"," 1.407769836","-0.3473273611","-0.3899227210"," 0.288896159","-2.032925353","-0.3441935155","-0.0740266415"," 0.766171957","-0.221053837","-0.130403965"," 0.806970357"," 1.132796984"," 0.1001894908"," 0.150396251","-1.016796478"," 0.686568952","-0.20141652","-0.20150151","-0.0581918247"," 0.3366256204","-0.442232803","-0.090672680","-2.984704e-01","-0.211023516"," 0.8165814416","-0.676706283"," 0.584098153","-0.004017084"," 0.075434660"," 0.197109380","-0.68730115","-0.436716843","-0.110369330"," 0.0523323291"," 0.801709104","-0.315224180"," 0.482679675","-0.033477844","-0.4754485915"," 0.174608263"," 0.331242221"," 0.230927294"," 0.819085246"," 0.349007967"," 0.659723978","-0.449840772","-0.606506066"," 0.148631261","-0.148581924","-0.5329419085"," 1.258657327","-5.717696e-01","-1.00040539"," 0.049626521"," 0.149628719"," 0.3911061764","-0.503982056"," 0.506436592","-0.912712160","-0.152418241"," 0.91420271"," 0.0450024804"," 0.045051861","-0.470367840",8,7,"PMSF"
"PMSF_H8","-0.217755924","-1.299366836","-0.948421944"," 0.01537116"," 0.6255167060","-0.712676155","-0.703781271","-1.290650719","-1.037677531"," 0.5992667242","-1.427769287"," 1.191626326","-0.4829813412","-0.0689270941"," 0.388850520","-1.749947951","-0.6230950662","-0.3738976787"," 0.071935026","-0.515678563"," 0.155309684"," 1.152427455"," 1.581226832","-0.2001522448"," 0.187929414","-0.885222561"," 0.015973697","-0.38545607"," 0.22409415","-0.4476317730"," 0.3012720528","-0.403269429","-0.174095755","-2.974434e-01","-0.069947409"," 0.8963681083","-0.919116954","-0.045979016"," 0.112801446"," 0.600022117"," 0.404095074","-0.41523750","-0.306027654"," 0.185427458","-0.0746006896"," 1.266471483","-0.448127151"," 1.047314687","-0.307111920","-0.5530562006"," 0.137265670"," 0.215400599"," 0.295202257"," 0.209090511"," 0.519396682"," 0.685338591","-0.194396602","-1.153929902"," 0.194635420"," 0.002652758","-0.4623234038"," 1.543489819","-5.023722e-01","-1.32569911","-0.051064278"," 0.573203875","-0.4517709310","-0.413146522"," 0.011263351","-0.974663137","-0.016142076"," 0.78558588","-0.4601279574"," 0.428258195"," 0.289388369",8,7,"PMSF"
"Leupeptine_H1","-0.079025754"," 0.063620931","-0.064057340","-0.17476520"," 0.5744502123"," 0.369053363","-0.114396003","-0.027123961","-0.040143286","-0.3131008607","-0.168315304"," 0.042106324"," 0.1352406341","-0.5250776054","-0.334920221","-0.288297953","-0.0653814706"," 0.2467473818"," 0.935361327","-0.048548048"," 0.069194620"," 0.006256944","-0.226010684","-0.0279925015","-0.057527617","-0.075027190","-0.278426928"," 0.21824459","-0.17057303"," 0.1262449524","-0.1742029304"," 0.184627249","-0.376392381","-6.269775e-02"," 0.351335839"," 0.1376782675"," 0.246846898"," 0.113340432"," 0.008930599","-0.346514026","-0.108268381"," 0.04319766"," 0.094436020"," 0.150481798"," 0.3039501247","-0.058647976"," 0.277166288","-0.046716327","-0.105034628"," 0.1870051928"," 0.004087465","-0.443460739","-0.495004407"," 0.144826681","-0.070581388","-0.113305122"," 0.055064296"," 0.209893880","-0.037557568","-0.083336374","-0.0824488525","-0.023316021","-9.668333e-02","-0.23348954"," 0.204857184","-0.429217659","-0.1253969795"," 0.058915626","-0.141001983"," 0.458632557"," 0.279998979","-0.10280774"," 0.3803931140","-0.118513305","-0.508886079",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.183064714","-0.014012165"," 0.27253556","-0.1665874613"," 0.005332691","-0.021462934"," 0.076351760"," 0.133143918","-0.0973786999","-0.045001712","-0.111183823"," 0.1282294923","-0.0776022155"," 0.017235356"," 0.405609251","-0.0033428296","-0.0894882327"," 0.197072909","-0.127049794","-0.148986280"," 0.178472428"," 0.113985880"," 0.0999970281","-0.126906139","-0.056728311","-0.131651765","-0.01498185","-0.12223433"," 0.0005730812","-0.1133307523"," 0.088431545","-0.100417773"," 9.115196e-02"," 0.073917799"," 0.1443876145","-0.099617215","-0.156368797"," 0.305191747"," 0.259359930","-0.029546140"," 0.44254131"," 0.064789342","-0.187128185"," 0.1728680737"," 0.211498602","-0.002404116","-0.005407515"," 0.194222929"," 0.1474840608","-0.176961819"," 0.170908768"," 0.142091012","-0.575705301"," 0.020654029","-0.046461523","-0.001746518"," 0.074103703","-0.134619079","-0.117749187"," 0.2111169976"," 0.124985007"," 1.138322e-01","-0.08541856","-0.081885616","-0.134971881","-0.1738713959"," 0.024196257"," 0.009207985"," 0.230825114"," 0.141813218","-0.13819120"," 0.1153746174"," 0.235151450"," 0.115439701",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.093148436"," 0.033295023","-0.05121864"," 0.4648729817"," 0.110533668"," 0.097039036","-0.048883045"," 0.027061475"," 0.1089489654"," 0.021332994","-0.054242586","-0.0829071168","-0.1578616248","-0.080006480","-0.293669141"," 0.1079668421","-0.1203030654","-0.083071807","-0.034583439","-0.028939315","-0.047992400","-0.095506849","-0.0428174804"," 0.191475442","-0.114615944"," 0.045566372","-0.01504191","-0.06202353","-0.1490656298","-0.0129520056","-0.176151747"," 0.187146751"," 1.802715e-02","-0.233428847","-0.1552146637"," 0.067793022","-0.031804094","-0.063093527","-0.116853237","-0.081439658","-0.23375390","-0.268151269","-0.068776774","-0.1087587185","-0.232969656","-0.008275552"," 0.047891064"," 0.025100370"," 0.0664024264","-0.014367431","-0.358390374"," 0.193778991","-0.302374262","-0.099380997"," 0.112393993","-0.061530416","-0.505474079","-0.166425080"," 0.004063342","-0.2378238957","-0.374897333"," 2.043670e-01"," 0.05261353"," 0.055837182","-0.049528302"," 0.2371580502"," 0.015076165"," 0.283789027","-0.099436036","-0.243721661"," 0.12753999","-0.1480688399","-0.017762622","-0.049174246",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.067788719","-0.053195305"," 0.19712522","-0.1208444110","-0.156535456"," 0.197899399","-0.114437687"," 0.012497038"," 0.1449672624","-0.113903773"," 0.368045164"," 0.1411702575","-0.3465197511","-0.067070331"," 0.129108343","-0.0921873851"," 0.0609150793"," 0.407624005","-0.033055155","-0.122628486"," 0.107950811"," 0.243379444"," 0.0079254914","-0.134053859","-0.015578424","-0.165383742"," 0.22195618","-0.38552440"," 0.0570554275","-0.1373878363"," 0.109050861","-0.147959948","-3.413696e-02","-0.291810809","-0.0803762204"," 0.050042293"," 0.114245851","-0.037574865","-0.138164629"," 0.097839336"," 0.22149274"," 0.077802019","-0.091035227","-0.0072061837","-0.221135318","-0.218308582"," 0.012879650","-0.104512863"," 0.1904089114","-0.324135954","-0.087327106","-0.062616578"," 0.375409104"," 0.024148491"," 0.007723352","-0.028156710","-0.075754675"," 0.050982547","-0.097121445"," 0.0501396752"," 0.103713924"," 1.902629e-01","-0.03851279","-0.110328317","-0.061917857"," 0.0385103025","-0.182565572"," 0.104247249","-0.163217099"," 0.206646404"," 0.15800471","-0.0427664012"," 0.073667294","-0.003265196",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.043478902"," 0.090306974"," 0.12714112","-0.7502315264","-0.356810651"," 0.011024501"," 0.218587301"," 0.012090862"," 0.0368633085"," 0.058329187"," 0.055631488","-0.0898270421"," 0.3569007576","-0.057862274","-0.227081896","-0.0059184881","-0.0738502475"," 0.038224312","-0.096725224","-0.106204531","-0.054169916"," 0.648959874"," 0.1100519144","-0.058672702","-0.013311341","-0.147977413","-0.03445676"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.108014845"," 0.237515369"," 1.900207e-01","-0.263460511"," 0.0267593462"," 0.015353652"," 0.109400999","-0.098204803","-0.001319517"," 0.059113154","-0.40375286","-0.030471101"," 0.056235935"," 0.0371075898","-0.149748853","-0.455811288"," 0.239043340"," 0.161489694"," 0.2458287316","-0.032866845","-0.035508815"," 0.100274442"," 0.466169763","-0.144491150"," 0.178023307","-0.367761839"," 0.001885840"," 0.044496629"," 0.122458863"," 0.0392692684"," 0.041113346"," 1.617132e-02"," 0.38547365","-0.129686790","-0.155019182"," 0.0895779402"," 0.012597922"," 0.128860601"," 0.001212412"," 0.173339681"," 0.01048881","-0.2739077017","-0.027638205"," 0.270753842",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.032277123","-0.152660769"," 0.42361232","-0.3154575788","-0.011853206","-0.362330965"," 0.114728596","-0.329224682"," 0.1176269304"," 0.238246089"," 0.242785634","-0.0098570073"," 0.0340463986","-0.089153774"," 0.148722433"," 0.0257069925","-0.1437833945"," 0.666849970","-0.391986361","-0.040201787"," 0.398990715","-0.131452895","-0.0490812967"," 0.265132638"," 0.084178477"," 0.015410802"," 0.83674685","-0.05104866","-0.6581598984"," 0.1329562023","-0.052550424","-0.361331828","-3.242945e-01"," 0.056661014","-0.0829393758"," 0.023412706"," 0.015988951"," 0.068904604"," 0.549714765","-0.096786514"," 0.54906489"," 0.228392167"," 0.053285970"," 0.1403913072"," 0.414849995"," 0.156436726"," 0.090613478","-0.175070908","-0.3622095485","-0.275873299"," 0.127530698","-0.030525585","-0.060277341","-0.058418336","-0.050693098"," 0.287995817","-0.266035791"," 0.068526115"," 0.028910307","-0.2774035653"," 0.270619217","-1.885653e-01"," 0.33743794","-0.975569420"," 0.006064657","-0.4398151141","-0.133312539","-0.277841485","-0.305329032"," 0.026054123","-0.00914605","-0.3381190403"," 0.049380849"," 0.355110933",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.090429731"," 0.092932462"," 0.20406740"," 0.2547604904","-0.146154437"," 0.334973597"," 0.047734118","-0.044248397","-0.0438163374"," 0.257917455"," 0.236634669","-0.0826094219","-0.0276117447","-0.242610682","-0.229015519"," 0.2488944640"," 0.1018407243"," 0.196197615"," 0.030000749","-0.064975922","-0.142319922"," 0.314804537","-0.0038148931","-0.020496270","-0.151742128","-0.104005323","-0.23277073","-0.12206749","-0.1066537571"," 0.1454657859","-0.156841857"," 0.044398732"," 3.430892e-01"," 0.030355692"," 0.0953405658"," 0.106740899"," 0.151904928","-0.299721379"," 0.143428296","-0.119437749"," 0.14000745","-0.167280887"," 0.191614116","-0.0276359050"," 0.314122422"," 0.134016700"," 0.208979171","-0.133277731","-0.0072568233","-0.167390238","-0.089903050","-0.104576360"," 0.075640394","-0.112297771"," 0.173504492","-0.239117353","-0.518243183"," 0.146867027","-0.044884748","-0.0303285916","-0.114568438","-2.933373e-01"," 0.21271822"," 0.257617131"," 0.028813070"," 0.0284447905"," 0.186491911"," 0.155583447","-0.034768995","-0.254512289"," 0.19379010"," 0.0482312012","-0.012055993","-0.718619129",10,1,"Apicidin"
