X;ArtTP1;ArtTP2;ArtTP3;ArtTP4;ArtTP5;ArtTP1c;ArtTP2c;ArtTP3c;ArtTP4c;ArtTP5c
PF3D7_0212900;0.504;-0.1;0.3645;0.7375;0.3555;0.461;0.643;0.5855;0.5285;0.853
PF3D7_0213000;0.321;1.2;0.1;0.169;-0.254;0.541;1.125;0.859;0.251;0.332
PF3D7_0213100;-0.62;-0.718;-0.212;-0.038;-0.97;-0.664;-0.617;-1.078;-1.394;-1.325
PF3D7_0213500;0.0565;-0.108;0.261;0.621;-0.236;0.186;0.105;-0.172;-0.524;0.0635
PF3D7_0213600;-0.85475;-1.266;-0.48325;-0.1355;-0.339666666666667;-0.475;-0.219;-0.731;-0.629;-0.52825
PF3D7_0213700;-1.314;0.422;-1.789;-1.295;-2.05;-0.913;-1.227;-1.449;-2.125;-1.782
PF3D7_0213800;-0.967;0.549;0.012;0.146;-0.2285;-0.5125;-0.3695;-0.3695;-0.5;-0.416
PF3D7_0213900;-1.683;-1.052;-0.5825;-0.55;-0.898;-1.3155;-1.0205;-1.498;-2.098;-1.795
PF3D7_0214100;-0.402333333333333;0.309;0.236666666666667;0.237666666666667;0.013;-0.0583333333333333;0.225333333333333;0.306666666666667;-0.104333333333333;-0.0656666666666667
PF3D7_0214200;0.229;1.788;0.988;1.234;0.822;0.47;0.726;0.908;-0.137;0.221
PF3D7_0214300;-0.9405;0.409333333333333;1.45625;1.81425;1.64275;-0.88325;-0.3195;-0.39175;-0.3165;-0.32325
PF3D7_0214400;-1.9365;-0.679;-0.935;-0.4825;-0.919;-1.492;-1.167;-1.7695;-2.436;-2.237
PF3D7_0214500;-1;-0.352;-0.402;-0.016;0.016;-0.484;-0.068;-0.086;-0.397;-0.129
PF3D7_0214600;-4.18933333333333;-2.909;-1.08966666666667;-0.085;-0.245;-4.81333333333333;-3.33933333333333;-1.30066666666667;-0.198;0.823
PF3D7_0214700;-2.973;-1;-1.216;-0.182;-0.403;-3.444;-1.239;-0.38;0.194;1.015
PF3D7_0214800;-1.61133333333333;-0.8685;-0.522666666666667;-0.297666666666667;-0.461666666666667;-1.55833333333333;-1.12733333333333;-1.02266666666667;-0.457333333333333;-0.187
PF3D7_0214900;-0.394;0.156;0.178;0.6605;0.167;-0.211;0.2175;0.8135;1.144;1.3925
PF3D7_0215000;0.3215;0.681;1.0395;1.394;0.8945;0.0605;0.5235;0.2485;-0.218;-0.0325
PF3D7_0215100;-0.149;0.366;0.198;0.465;0.393;0.292;0.771;0.68;0.625;0.653
PF3D7_0215200;-0.848;-0.667;0.474;0.753;0.843;-2.144;-0.283;-0.298;-0.402;-0.228
PF3D7_0215300;-2.785;-0.987;-1.1645;-0.074;-0.0515;-3.5065;-2.0425;-1.4865;-0.9325;0.2875
PF3D7_0215400;-0.418;-0.1385;-0.211;0.226;-0.144;-0.1275;-0.031;0.0225;0.0825;0.031
PF3D7_0215500;-0.538;-0.285;-0.1335;-0.1815;-0.1655;-0.7425;-0.5475;-0.589;-0.8775;-0.3245
PF3D7_0215600;-0.3105;-0.078;-0.038;-0.0635;-0.8955;-0.5435;-0.1815;-0.399;-0.8045;-0.628
PF3D7_0215700;-0.353333333333333;-0.073;-0.051;-0.409;-0.586666666666667;-0.395333333333333;-0.00533333333333333;-0.439666666666667;-1.19366666666667;-1.056
PF3D7_0215900;0.763;0.653;0.701;1.021;0.978;0.612;1.231;0.891;0.564;0.573
PF3D7_0216000;0.122666666666667;0.928666666666667;0.961666666666667;1.29233333333333;0.927666666666667;0.225;0.179;0.344666666666667;0.224666666666667;0.043
PF3D7_0216200;0.282;-0.838;-0.751333333333333;-1.34266666666667;-1.61933333333333;-0.339666666666667;-0.300666666666667;-1.08466666666667;-1.182;-0.941666666666667
PF3D7_0216300;-0.845;-0.678;-0.8125;-0.9845;-1.3325;-0.6475;-0.5355;-1.088;-1.151;-1.4635
PF3D7_0216400;0.2355;1.218;1.0475;1.55;1.1465;1.088;1.214;0.9975;0.539;0.291
PF3D7_0216500;0.045;0.277;0.206333333333333;0.318;0.138333333333333;0.0616666666666667;0.448333333333333;0.305;0.304666666666667;0.0386666666666666
PF3D7_0216600;-0.2605;0.666;0.032;0.578;0.288;-0.2395;0.305;0.3845;0.2535;0.346
PF3D7_0216700;-0.563333333333333;0.765;1.07266666666667;1.21766666666667;0.46;-0.613333333333333;-0.630666666666667;-0.281;-0.250333333333333;0.570666666666667
PF3D7_0216800;0.5705;1.198;0.518;0.4945;0.7;0.5855;1.1135;0.877;0.758;0.9145
PF3D7_0216900;-0.096;-0.36;0.58;0.9455;0.765;0.6685;0.627;0.5815;0.4515;0.1885
PF3D7_0217000;0.796;1.13;-0.318;0.1805;0.212;1.0315;0.846;0.5385;0.4125;0.254
PF3D7_0217100;1.1685;1.558;1.3115;1.65;0.7755;1.188;0.904;0.717;0.2295;-0.102
PF3D7_0217200;-0.271;0.099;-0.258;-0.140666666666667;-0.701;-0.0343333333333333;0.167666666666667;-0.377;-0.630333333333333;-0.083
PF3D7_0217400;-0.029;0.404;-0.112;0.093;-0.508;0.276;0.586;0.053;0.058;0.101
PF3D7_0217500;-0.5965;-0.022;0.158;0.1435;-0.0965;-0.7685;-0.167;0.405;0.7075;0.8725
PF3D7_0217600;-0.136666666666667;0.422;0.405666666666667;0.462333333333333;-0.117333333333333;-0.244;0.239;0.00933333333333333;-0.382;-0.504
PF3D7_0217700;-0.501;0.775;-0.813;-0.195;-0.505;-0.335;-0.067;-0.24;-0.402;-0.486
PF3D7_0217800;-1.137;0.515;-1.322;-1.563;-1.518;-0.518;0.1;-0.409;-1.509;-1.143
PF3D7_0217900;0.703;0.773;1.047;1.236;0.9995;0.4335;0.806;0.686;0.214;0.081
PF3D7_0218000;0.59;0.34;0.764;1.277;0.54;0.458;0.523;0.032;0.053;-0.548
PF3D7_0218300;0.046;0.719;-0.059;0.5485;-0.1115;0.235;-0.03;-0.07;-0.471;-0.7825
PF3D7_0218400;-0.7905;-0.1225;-0.314;0.24;-0.1305;-0.99;-0.4465;-0.5335;-0.8445;-0.8415
PF3D7_0218600;-0.238;-0.413;-0.20025;-0.02375;-0.47725;-0.19375;-0.37;-0.56475;-1.1175;-0.94325
PF3D7_0218700;-1.0215;-0.346;-0.221;-0.0915;-0.2225;-0.8345;-0.4275;-0.773;-1.1075;-0.751
PF3D7_0219100;-0.5995;0.022;-0.699;-0.292;-0.56;0.0575;0.0195;-0.215;-0.565;-0.647
PF3D7_0219200;-0.499;-0.785;-1.423;-1.01;-2.282;-0.429;-0.433;-0.644;-0.97;-1.006
PF3D7_0219300;0.482;1.438;-0.19;-0.142;-0.057;-0.061;0.653;0.294;-0.065;-0.101
PF3D7_0219400;0.724;1.338;0.258;0.438;0.202;0.718;0.879;1.119;0.745;0.3
PF3D7_0219500;0.538;0.719;0.519;0.843;0.526;0.003;0.314;-0.088;-0.375;-1.136
PF3D7_0219600;0.616;1.649;0.316;0.7005;0.59;0.214;0.494;0.2955;0.1535;-0.05
PF3D7_0219700;-2.836;-2.341;-1.825;-0.209;-0.767;-2.394;-2.089;-2.322;-2.186;-1.234
PF3D7_0219800;-0.783;0.183;0.217;0.615;0.681;-1.096;0.212;0.363;0.824;1.164
PF3D7_0220000;-0.914666666666667;-0.3935;-0.204666666666667;0.0633333333333333;-0.437666666666667;-0.726666666666667;-0.180333333333333;-0.504;-0.256333333333333;0.848333333333333
PF3D7_0220100;-1.1945;-0.588;-0.7175;-0.185;-0.395;-1.1105;-0.633;-0.6425;-2.4685;-0.5905
PF3D7_0220200;-1.079;-0.812;-1.073;-0.908;-2.188;-1.241;-0.798;-1.331;-1.525;-0.689
PF3D7_0220300;-0.797;-0.459;0.158;1.016;0.892;-1.733;-1.433;-1.677;-2.118;-1.166
PF3D7_0220400;-2.101;-1.363;0.112;1.5605;1.3745;-2.092;-1.2365;-0.785;-0.674;0.2595
PF3D7_0220600;-1.662;-0.905;-0.118;0.2;-0.111;-1.133;-0.742;-1.134;-1.45;-2.334
PF3D7_0220800;0.151;0.2385;0.181666666666667;0.686;0.739666666666667;0.0583333333333333;0.942666666666667;1.13333333333333;1.213;1.35833333333333
PF3D7_0220900;-1.015;-0.163;-0.372;-0.569;-0.26;-0.222;-0.07;0.087;-0.351;0.048
PF3D7_0221000;-1.485;-0.331;-0.899;-1.115;0.456;-0.312;0.055;-0.193;-0.613;-0.683
PF3D7_0221200;-1.947;-0.386;-0.325;0.047;-0.091;-1.223;-0.508;-0.925;-1.294;-2.259
PF3D7_0221600;-2.016;-0.248;0.032;-0.316;-0.343;-0.277;0.303;-0.268;-0.585;-0.531
PF3D7_0221700;-3.3335;-1.239;-0.821;0.4885;0.594;-2.2425;-0.7705;-1.711;-1.046;-0.112
PF3D7_0221900;-1.793;-1.48966666666667;-1.199;-0.506333333333333;-0.936;-1.29466666666667;-0.942666666666667;-1.044;-1.425;-0.920666666666667
PF3D7_0222100;-3.955;-3.266;-2.13;-1.929;-1.769;-4.074;-3.363;-4.215;-4.301;-3.61
PF3D7_0222300;-2.216;-1.529;-1.296;-0.684;-0.678;-2.105;-1.753;-1.844;-1.783;-1.376
PF3D7_0222400;-2.205;-1.766;-1.538;-0.975;-0.619;-1.469;-1.018;-1.974;-1.781;-1.559
PF3D7_0222500;-2.115;-1.202;-0.962;-1.222;-0.363;-2.202;-0.967;-0.913;-0.295;-1.585
PF3D7_0222700;-0.508;0.149;-0.547;-0.316;0.2;-0.399;0.17;-0.238;-0.35;-0.077
PF3D7_0222800;0.737;-0.339;-0.553;0.35;0.181;-1.7;-1.28;-0.351;-0.649;-0.628
PF3D7_0223100;-1.01;-0.839;-0.772;0.252;-0.087;-0.831;-0.628;-1.077;-1.167;-1.055
PF3D7_0223300;-1.295;-0.743;-0.646;-0.361;-0.146;-1.18;-0.573;-0.36;-0.5735;-0.635
PF3D7_0223400;-0.127;0.363;0.449;0.497;0.206;0.263;0.584;0.24;-0.547;0.038
PF3D7_0223500;-0.56425;0.5465;-0.56025;-0.33775;-0.5925;-0.42725;-0.30075;-0.489;-0.6445;-0.24825
PF3D7_0300100;-1.97775;-0.683;-0.470666666666667;-0.457333333333333;4.00425;-1.64366666666667;-0.562333333333333;-0.611;-1.06575;0.051
PF3D7_0300200;-0.464;1.034;2.451;3.091;3.04;-0.942;0.543;0.296;0.027;-1.553
PF3D7_0300300;-1.2695;-0.904;-0.4015;-0.1795;-0.316;-1.293;-0.139;-0.704;-0.551;-0.498
PF3D7_0300400;-0.788;0.447;-0.307;-0.56;0.071;-0.287;-0.03;-0.004;-0.236;0.063
PF3D7_0300500;0.263;-2.115;-0.913;-0.041;-0.722;-0.778;-0.688;-0.585;-1.112;-0.485
PF3D7_0300700;-1.5375;0.787;-0.2635;-0.0825;0.2965;-0.656;0.143;-0.374;0.4565;0.564
PF3D7_0300800;-0.875;0.718;0.384;0.35;0.214;-0.535;-0.154;-0.035;-0.827;-0.586
PF3D7_0300900;-0.898;-0.505;0.682;0.617;0.763;-0.663;-0.387;-0.784;-1.865;-1.572
PF3D7_0301000;0.5995;-0.564;-0.7425;-1.781;-1.7095;-0.602;-0.3565;-1.0795;-1.271;-0.2145
PF3D7_0301100;-1.095;-0.536;-0.778;-0.968;-0.143;-0.778;-0.49;-0.424;-0.89;-0.874
PF3D7_0301200;0.256;0.69;1.5035;2.666;2.6025;-0.0355;0.726;1.3325;0.951;1.1755
PF3D7_0301300;-1.289;-1.013;-0.206;0.3085;0.3885;-1.599;-0.348;-0.022;1.0485;1.4295
PF3D7_0301400;-0.625;0.274;0.009;-0.273;0.152;0.014;0.429;0.19;-0.382;-0.362
PF3D7_0301500;0.07;1.322;1.056;1.295;0.992;0.464;1.101;0.568;0.448;-0.009
PF3D7_0301600;-2.9065;-2.511;-1.9885;-1.064;-1.276;-2.773;-2.4175;-3.267;-3.216;-3.1065
PF3D7_0301700;-0.348;-0.045;0.721;1.522;1.297;-0.96;-0.38;-1.033;-1.275;-1.596
PF3D7_0301800;-1.63;-1.264;-0.771;-1.109;-0.854;-1.237;-0.67;-1.234;-1.115;-0.842
PF3D7_0301900;0.2035;0.914;-0.0155;-0.2015;-0.35;0.016;0.592;0.1035;-0.118;-0.416
PF3D7_0302000;0.1615;-0.142;0.0685;0.645;0.404;-0.4315;-0.1185;-0.4905;-0.8695;-0.889
PF3D7_0302100;-0.847;-0.936;-0.6935;-0.3515;-0.6575;-0.901;-0.6055;-1.108;-1.637;-1.91
PF3D7_0302200;0.375;1.16366666666667;0.723;1.15033333333333;1.22433333333333;0.617;1.198;1.82233333333333;1.46033333333333;2.73333333333333
PF3D7_0302300;-2.05033333333333;-1.557;-1.88466666666667;-1.35766666666667;-1.54466666666667;-1.82766666666667;-1.49733333333333;-2.154;-2.11;-2.17733333333333
PF3D7_0302500;-0.674;-0.257;-0.570666666666667;0.112;0.017;-0.353333333333333;0.529333333333333;0.599666666666667;0.864333333333333;1.07
PF3D7_0302600;0.0173333333333333;0.01;-0.149;-0.248666666666667;-0.462;0.230333333333333;0.667666666666667;-0.0676666666666667;-0.411666666666667;-0.783666666666667
PF3D7_0302800;-0.836;-0.526;-1.186;-0.9715;7.8685;-0.96;0.3235;-0.453;-0.559;-0.282
PF3D7_0302900;0.203;-0.259;0.0915;0.056;-0.3865;0.2605;0.2705;-0.046;-0.168;-0.342
PF3D7_0303000;-0.3885;1.012;0.6085;0.904;0.611;0.4635;0.8935;0.835;0.355;0.3025
PF3D7_0303100;-0.293;0.708666666666667;0.876;1.01333333333333;1.05866666666667;-0.375;0.565666666666667;0.676333333333333;0.588666666666667;0.611666666666667
PF3D7_0303200;0.104;0.7025;1.0375;1.1885;1.067;0.1725;0.6075;0.8295;0.821;1.0655
PF3D7_0303300;-0.245;0.162;-0.302;-0.014;-0.502;-0.752;0.429;-0.414;-0.928;-0.973
PF3D7_0303400;0.3405;1.0045;0.7395;0.929;0.6325;0.7125;0.6615;1.0115;0.7375;0.822
PF3D7_0303500;0.806;0.817;0.5545;1.066;0.53075;0.62275;0.779;0.8415;0.48975;0.16175
PF3D7_0303600;-0.863;-1.62;-2.023;-2.218;-2.283;-0.922;-0.509;-1.455;-1.297;0.708
PF3D7_0303700;-0.1;-0.132;0.551;-0.0435;0.023;-0.281;0.505;8.3095;0.103;-0.149
PF3D7_0303800;0.337;0.755;0.36;0.7025;0.1675;0.4445;0.39;0.467;-0.127;-0.004
PF3D7_0303900;0.06;1.723;0.128;0.582;0.486;0.091;0.409;0.422;0.272;0.395
PF3D7_0304000;-1.252;0.9495;0.72;1.3315;1.187;-0.4775;0.218;0.3675;0.0435;0.425
PF3D7_0304100;-2.858;-0.769;-1.1285;-0.835;-0.523;-2.334;-0.9925;0.166;0.2355;0.8645
PF3D7_0304200;-0.6665;-0.287;0.1345;0.73;0.5095;-0.46;-0.468;-0.147;0.0985;0.0215
PF3D7_0304300;-0.0205;0.2515;0.2215;0.502;-0.214;-0.453;0.1585;-0.0515;-0.554;-0.506
PF3D7_0304400;-0.193;-0.367;-1.179;-0.689;-1.478;0.041;-0.469;-0.84;-1.282;-1.581
PF3D7_0304600;0.0125;0.52;0.62;1.785;1.406;-0.2115;0.162;-0.149;-1.024;-0.177
PF3D7_0304700;-0.4075;0.904;0.3925;0.767;0.8545;0.356;0.461;0.5425;0.4085;-0.065
PF3D7_0304800;0.577;0.385;0.2995;0.4125;-0.02;0.421;0.49;0.189;0.0995;-0.2945
PF3D7_0304900;-0.779;-0.177;-0.473;-0.17;-0.887;-0.732;-0.363;-0.785;-1.009;-0.821
PF3D7_0305000;0.827;0.9105;0.2185;0.6325;-0.0245;0.8675;0.94;0.5195;0.015;-0.2065
PF3D7_0305100;0.4178;0.3366;0.241166666666667;0.282;-0.262;0.212166666666667;0.5675;0.0115;-0.2635;-0.531833333333333
PF3D7_0305200;-0.3865;-0.154;0.2985;1.1365;0.668;-0.3205;0.282;0.398;0.906;0.8955
PF3D7_0305300;-0.8655;-1.036;-0.146;0.0605;-0.039;-0.701;-0.6605;-0.9565;-0.682;-0.623
PF3D7_0305400;0.399;0.982;0.436;1.024;0.631;0.488;0.798;0.841;-1;0.119
PF3D7_0305500;-0.4565;0.0094;0.0448333333333333;0.334833333333333;-0.009;-0.332833333333333;-0.1925;0.0313333333333333;-0.0456666666666667;0.532833333333333
PF3D7_0305600;0.8685;1.624;0.643;0.9085;0.5865;1.3445;1.3875;1.3145;0.717;0.697
PF3D7_0305700;0.131;0.648;-0.111;0.279;-0.027;0.104;0.264;0.569;0.333;0.224
PF3D7_0305800;-1.5795;-0.344;-0.74;-0.034;-0.271;-0.694;-0.657;-0.6035;-0.888;-0.2335
PF3D7_0305900;0.575;0.263;-0.844;-0.354;-0.464;0.232;0.54;0.693;0.474;0.325
PF3D7_0306000;0.335;0.438;-0.301;-0.153;-0.228;0.268;1.138;0.855;0.684;0.68
PF3D7_0306200;-0.117;0.497;-0.44;0.211;-0.645;-0.114;0.056;-0.284;-0.687;-0.828
PF3D7_0306300;0.112;0.017;-0.63;-0.527;-0.959;0.423;0.2;-0.135;-0.476;-0.541
PF3D7_0306400;0.4295;0.6785;0.8845;1.1945;1.0525;0.6115;0.587;0.6355;0.522;0.1855
PF3D7_0306500;0.61;0.431;0.156;0.496;-0.092;0.282;0.578;0.289;0.154;-0.184
PF3D7_0306600;0.125;1.05;-0.037;-0.121;-0.171;0.123;0.214;0.519;-0.365;0.129
PF3D7_0306700;-0.13;0.511;-0.413;-0.045;-1.198;-0.078;0.082;-0.415;-0.779;-1.136
PF3D7_0306800;-0.659;-0.081;-1.211;-0.792;-1.314;-0.6055;-0.66;-1.1715;-1.19;-1.358
PF3D7_0306900;-0.918;-1.038;-2.332;-2.673;-2.879;-0.443;-0.268;-1.346;-1.958;-1.73
PF3D7_0307200;-0.422;-1.444;-1.602;-1.436;-2.046;-0.971;-0.758;-1.078;-1.66;-1.321
PF3D7_0307300;-0.69;-0.4;-0.9075;-0.6;0.0675;-0.0265;0.225;-0.564;-0.2865;-0.123
PF3D7_0307400;0.647;0.9635;0.4745;0.4785;-0.1175;0.458;0.788;0.411;0.142;-0.1025
PF3D7_0307500;0.0305;2.065;0.987;1.07;0.615;0.9095;0.975;0.8905;0.305;0.157
PF3D7_0307600;0.7645;-0.063;0.4875;0.3565;0.0855;0.798;1.029;0.353;-0.00700000000000001;-0.151
PF3D7_0307700;0.23;0.7995;0.512333333333333;1.08933333333333;0.649666666666667;0.378666666666667;0.568333333333333;0.655666666666667;0.345333333333333;0.724
PF3D7_0307800;0.555;0.825;0.705;1.1965;0.896;0.8905;0.4675;0.1445;-0.408;-0.4095
PF3D7_0307900;-0.6485;-0.20775;-0.323;-0.1445;-0.782333333333333;-0.235833333333333;0.162166666666667;-0.327333333333333;-0.718833333333333;-0.582833333333333
PF3D7_0308000;0.2215;0.2775;-0.0285;-0.245;-0.8505;-0.0735;0.3745;-0.181;-0.5395;-0.924
PF3D7_0308100;0.169333333333333;0.773;0.722;0.799;0.549333333333333;0.121;0.791;0.898;1.037;1.054
PF3D7_0308200;-1.0435;-0.322;-1.1295;-1.0245;-1.3495;-0.7065;-0.6155;-0.803;-1.086;-0.7895
PF3D7_0308300;-2.76;-1.627;-1.251;-0.654;-1.029;-2.598;-1.64;-0.263;0.424;1.018
PF3D7_0308700;-0.3575;0.757;-0.02;0.246;0.0445;-0.542;0.118;0.19;-1.283;0.607
PF3D7_0308800;-0.342;0.077;-0.113;0.176;-0.139;-0.414;0.248;0.063;0.209;0.517
PF3D7_0308900;-0.776666666666667;-0.0715;-0.583666666666667;-0.866;-1.14333333333333;-0.436666666666667;-0.326666666666667;-0.936666666666667;-1.324;-1.65233333333333
PF3D7_0309000;-0.1435;0.3845;-0.396;-0.0235;-0.657;-0.105;-0.0445;-0.00499999999999999;-0.5915;-0.6285
PF3D7_0309100;0.154;0.712;0.979;1.474;0.51;0.175;0.504;0.649;0.529;0.05
PF3D7_0309200;0.453333333333333;1.13066666666667;0.896333333333333;0.737;0.385333333333333;0.604666666666667;0.743666666666667;0.607666666666667;0.149333333333333;0.0216666666666667
PF3D7_0309300;-0.32;0.75;0.59;0.854;0.525;-0.6275;0.0275;-0.4115;-0.805;-0.6575
PF3D7_0309500;-0.1155;0.864;-0.2435;-0.259;-0.6;0.194;0.594;0.179;-0.303;-0.3085
PF3D7_0309600;-0.326;0.74;-0.616;-0.308;-1.258;0.007;-0.117;-0.281;-1.306;-1.137
PF3D7_0309700;-0.815;-0.5505;-0.715;-0.7345;-0.741;-0.8205;-0.2815;-0.4605;-1.0115;-0.5875
PF3D7_0309800;-0.668;-1.149;-1.161;-0.724;-1.152;-0.784;-0.864;-1.134;-1.432;-1.392
PF3D7_0309900;-0.121;0.303666666666667;0.440666666666667;0.190333333333333;-0.383666666666667;0.0566666666666667;0.184666666666667;-0.184;-0.709;-0.776
PF3D7_0310000;0.553;1.12;0.973;1.206;1.099;0.953;1.101;0.861;0.354;0.306
PF3D7_0310100;-0.08;-0.1565;0.5065;0.3315;0.5165;-1.125;0.146;-0.219;-0.464;-0.275
PF3D7_0310200;-0.679285714285714;-0.65775;-0.681333333333333;-0.633;1.16957142857143;-0.6575;-0.673;-0.9975;1.48185714285714;-0.928
PF3D7_0310300;-0.861;-0.866;-0.528;-0.2775;-0.804;-0.845;-0.792;-1.669;-0.9895;-2.2505
PF3D7_0310400;0.3045;1.329;1.6125;1.712;1.2075;1.3185;1.6585;1.569;0.8805;0.6635
PF3D7_0310500;-0.13;0.32625;-0.0825;0.2035;-0.19;-0.04475;0.32825;-0.099;-0.4795;-0.67
PF3D7_0310600;-1.499;-1.142;-1.374;-1.256;-1.617;-0.655;-0.44;-0.907;-1.074;-1.334
PF3D7_0310800;-0.343;0.611;-0.21;0.058;-0.227;0.035;0.616;0.41;-0.115;-0.06
PF3D7_0310900;0.063;0.5465;0.4295;0.8465;0.0725;0.4495;0.385;0.5365;0.532;0.5525
PF3D7_0311000;0.126;-0.282;0.216;0.883;0.316;-0.129;-0.138;-0.384;0.352;0.043
PF3D7_0311100;0.1795;0.187;0.065;-0.00849999999999998;-0.4565;-0.0195;-0.0535;-0.19;-0.927;-0.9235
PF3D7_0311200;-0.234;-0.8365;0.367333333333333;0.333333333333333;-0.187;-0.235333333333333;-0.089;-0.761666666666667;-0.577666666666667;-0.874
PF3D7_0311300;0.017;0.936;0.9405;0.8275;0.6895;-0.1525;-0.0015;0.3725;0.076;-0.1145
PF3D7_0311400;-0.6835;-0.355333333333333;-0.37275;0.0195;-0.13725;-0.59225;-0.26125;-0.5275;-0.3055;-0.15775
PF3D7_0311500;-1.056;-1.012;-1.284;-1.648;-1.719;-0.767;-0.327;-1.083;-0.814;-0.694
PF3D7_0311600;-0.6115;-0.6385;-0.2405;0.0325;-0.409;-0.324;-0.3775;-0.885;-0.897;-0.844
PF3D7_0311700;-0.479;-0.4525;-0.76;-0.36;-0.603;-0.6065;-0.3645;-0.6405;-0.4675;-0.4395
PF3D7_0311800;1.049;1.085;1.4105;1.699;1.263;1.0955;1.047;0.6915;-0.0225;0.114
PF3D7_0311900;-0.465;0.2085;0.0935;-0.373;-0.0465;0.3995;0.641;-0.2875;-0.4635;-0.5825
PF3D7_0312100;0.0775;0.605;0.5235;0.35;-0.148;0.2;0.823;0.531;0.187;-0.2195
PF3D7_0312200;-0.615;0.375;0.5195;0.518;0.0985;0.0885;0.3675;0.4525;0.4635;0.534
PF3D7_0312300;0.736;1.454;0.507;0.79;0.474;1.019;0.978;0.826;0.608;0.72
PF3D7_0312400;0.6375;1.027;0.9605;0.8745;0.7115;0.7165;0.9935;0.592;0.2815;-0.116
PF3D7_0312500;-0.3735;-0.711;-1.0745;-1.1525;-1.138;-0.3035;-0.0885;-0.759;-1.3265;-1.6385
PF3D7_0312900;-1.375;-1.248;-0.972;-1;-0.624;-2.261;-1.282;-0.644;-1.05;-0.988
PF3D7_0313000;-0.029;0.154;0.106;0.008;-0.862;-0.32;0.17;-0.214;-0.446;-0.747
PF3D7_0313100;-0.152;-0.729;-0.272;-0.0755;-0.6265;-0.1855;0.074;-0.511;-0.812;-1.386
PF3D7_0313200;1.005;0.945;1.066;1.124;0.814;0.877;0.763;0.348;0.011;-0.098
PF3D7_0313400;-0.445;0.58;-0.235;-0.041;-0.304;-0.192;-0.419;-0.6335;-1.0705;-1.21
PF3D7_0313500;-0.7615;-1.725;-1.1605;-1.1;-1.481;-0.422;-0.499;-0.7725;-1.4325;-1.4735
PF3D7_0313600;-0.2905;0.3855;-0.0225;0.3195;-0.125;-0.2365;-0.291;-0.085;-0.921;-0.8645
PF3D7_0313700;0.5145;0.2535;0.678;0.6475;0.1765;0.5685;0.66;0.2675;-0.264;-0.4395
PF3D7_0313800;0.6885;0.9345;1.0015;1.2725;0.7235;0.839;1.0005;0.5125;0.0955;-0.3075
PF3D7_0313900;-0.3045;0.291;0.286;0.466;0.032;-0.4365;0.1395;0.045;-1.235;-0.1045
PF3D7_0314000;0.734;1.285;0.977;1.177;0.561;0.79;0.932;0.882;0.622;0.603
PF3D7_0314100;-1.247;-1.47;-1.274;-1.033;-1.61;-1.505;-1.468;-1.499;-0.614;0.316
PF3D7_0314300;-0.0106666666666667;0.7485;0.014;-0.265666666666667;-0.573333333333333;0.733333333333333;1.10833333333333;0.518666666666667;-0.211666666666667;-0.549666666666667
PF3D7_0314400;-0.421;0.523;-0.003;-0.369;-0.199;-0.448;-0.283;-0.306;-0.993;-0.961
PF3D7_0314500;-0.21;-0.663;-0.059;-0.241;-0.413;-0.295;0.079;-0.566;-1.546;-1.41
PF3D7_0314600;0.088;0.318;-0.217;-0.211;-0.69;-0.31;-0.108;-0.422;-0.112;-0.464
PF3D7_0314700;-1.0935;-0.038;1.0915;1.765;0.482;-0.6605;-0.364;-0.2625;-0.9135;-0.421
PF3D7_0314800;0.0585;1.151;0.6985;1.176;1.0905;0.443;0.891;0.7125;0.6465;0.7035
PF3D7_0314900;0.047;0.9085;-0.3285;0.092;0.0345;-0.414;0.7015;0.4835;0.527;0.461
PF3D7_0315000;-0.137;0.136;-0.389;0.1;0.003;-0.291;-0.252;-0.356;-0.084;-0.084
PF3D7_0315100;-0.146;-0.187;-0.5;-0.668;-0.493;0.055;0.237;-0.355;-0.721;-1.014
PF3D7_0315200;-2.636;-1.20125;-0.63075;0.481;0.66225;-1.21575;-0.6415;-1.0345;-0.71225;-0.78775
PF3D7_0315400;-0.153;0.869;0.136;-0.259;-0.186;-0.567;0.85;0.53;-0.408;-0.206
PF3D7_0315500;0.485;1.824;1.012;1.09;0.707;0.55;1.002;0.534;-0.005;-0.006
PF3D7_0315600;-1.2585;1.225;1.731;1.6925;1.4455;-0.139;0.197;0.031;-0.274;-0.0505
PF3D7_0315700;-1.7085;-0.078;0.5445;0.823;-0.032;0.011;-0.1565;-0.082;-0.253;-0.3
PF3D7_0315800;-0.283;0.369;-0.0785;0.2605;-0.3055;-0.429;-0.0055;-0.2215;-0.2675;-0.58
PF3D7_0315900;-1.267;-0.282;-0.782;-0.684;-0.617;-2.555;-1.392;-0.915;-0.619;-0.447
PF3D7_0316000;-2.181;-1.129;-1.045;-0.408;-1.115;-1.876;-1.544;-0.962;-0.238;0.496
PF3D7_0316200;0.58875;0.6155;0.30375;0.4045;0.03725;0.58925;0.92125;0.707;0.25425;0.243
PF3D7_0316300;0.723;1.2375;1.1135;1.5495;1.0485;1.0925;0.9455;1.1875;0.7685;0.583
PF3D7_0316400;0.554;-0.146;0.3585;0.362;-0.181;0.5795;0.3335;-0.2875;-0.51;-0.7095
PF3D7_0316500;0.693;0.284;0.3255;0.9995;0.1975;0.6615;0.576;0.524;0.6455;0.6545
PF3D7_0316600;-0.89;-0.985;-1.076;-1.606;-1.959;-0.577;-0.472;-1.171;-1.424;-1.556
