X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_1111200;-0.019;-0.418;-0.4125;-0.1625;-0.2385;-0.1405;0.1235;-0.035
PF3D7_1111300;-1.745;-0.408;-0.101;-0.489;-0.421;-0.622;0.037;0.13
PF3D7_1111400;0.486;-0.076;-0.023;-0.062;0.119;0.067;0.109;-0.372
PF3D7_1111600;0.5505;0.2155;0.339;0.419;0.392;0.3355;0.4445;0.563
PF3D7_1111700;0.35;0.3835;0.302;0.236;0.2315;0.3055;0.1505;0.1605
PF3D7_1111800;-1.501;NA;-1.217;-0.483;-0.588;NA;0.071;0.296
PF3D7_1111900;1.231;0.758;1.39;0.445;0.131;NA;0.179;0.496
PF3D7_1112000;0.098;-0.02;0.278;0.003;0.397;0.454;NA;0.213
PF3D7_1112100;-0.7005;0.1035;-0.5815;0.2195;0.066;0.065;-0.0985;0.0583333333333333
PF3D7_1112200;NA;NA;NA;NA;NA;-0.291;NA;NA
PF3D7_1112300;0.556;0.457;0.425;0.3005;0.296;0.2415;0.183;0.151
PF3D7_1112400;-0.043;0.025;NA;-0.116;0.137;0.335;0.007;-0.077
PF3D7_1112500;-1.151;-0.106;-0.352;-0.05;0.097;-0.179;0.072;-0.233
PF3D7_1112600;0.712;0.708;1.111;0.356;0.2155;0.3795;0.152;0.0975
PF3D7_1112700;0.7745;0.6215;1.088;0.3735;0.571;0.5075;0.0525;0.0935
PF3D7_1112800;-0.1505;0.86;0.509;0.9045;0.1605;0.1845;0.103;0.1315
PF3D7_1112900;0.3865;0.0585;0.1785;-0.0775;-0.232;-0.138;0.3275;0.2685
PF3D7_1113000;0.308;-0.162555555555556;0.147777777777778;-0.0907777777777778;-0.096;-0.0896666666666667;0.0123333333333333;0.128777777777778
PF3D7_1113100;0.746;0.941;0.447;0.982;0.541;0.633;0.181;0.129
PF3D7_1113200;1.901;1.061;0.804;0.616;0.836;0.54;-0.16;0.058
PF3D7_1113300;-1.13;-0.468;-0.793;-0.266;-0.011;-0.155;0.245;0.376
PF3D7_1113400;-0.639;0.014;-0.626;-0.087;0.19;0.27;-0.1715;-0.0915
PF3D7_1113500;-0.971;0.006;-0.2485;-0.36;-0.2;-0.308;-0.475;-0.4785
PF3D7_1113600;-1.014;-0.274;-1.1835;-0.0805;-0.0575;-0.287;0.226;0.013
PF3D7_1113700;-0.671;-0.161;-0.65;-0.203;-0.08;-0.115;0.121;0.344
PF3D7_1113800;-0.719;-0.134;-0.282;-0.2995;0.055;-0.149;0.0805;0.0725
PF3D7_1113900;NA;0.2905;0.174;0.4765;0.195;0.4955;-0.0995;-0.1485
PF3D7_1114000;NA;NA;0.365;0.206;0.43;NA;NA;-0.337
PF3D7_1114100;-0.0945;-0.095;-0.202;-0.037;-0.1205;-0.151;0.4135;0.0625
PF3D7_1114200;NA;0.284;1.0175;0.294;NA;-0.6405;-0.0915;-0.0555
PF3D7_1114400;-1.4325;-0.09;-0.144;-0.224;-0.0295;-0.223;0.3785;-0.151
PF3D7_1114500;-0.941;-0.0155;-0.4555;0.137;-0.003;-0.0715;0.1575;-0.066
PF3D7_1114600;-0.393;-0.111;-0.374;-0.099;-0.282;0.17;-0.201;-0.461
PF3D7_1114700;0.0675;-0.0805;-0.256;0.061;0.1115;0.082;0.326;0.0115
PF3D7_1114800;1.028;0.249;0.8475;0.406;0.3535;0.1515;0.1075;0.1005
PF3D7_1114900;0.3765;0.208;0.11025;0.103;0.06625;0.00925;-0.0915;0.23775
PF3D7_1115000;0.143;-1.231;-0.055;-0.129;-0.016;0.068;0.432;0.379
PF3D7_1115100;0.281;0.338;0.5325;-0.3345;-0.0766666666666667;-0.129;0.0385;-0.139
PF3D7_1115200;0.393;0.063;0.124;0.0125;0.0525;0.058;0.0895;0.2235
PF3D7_1115300;1.36;0.0735;1.989;-0.549;-0.108;-0.4175;-0.152;-0.339
PF3D7_1115400;-0.6745;-0.4375;-0.456;-0.397;-0.2505;-0.2995;0.1575;0.1445
PF3D7_1115500;0.433;0.133;0.616;-0.137;-0.136;0.302;0.22;-0.157
PF3D7_1115600;0.524;0.166;0.355;-0.12;0.301;0.157;-0.005;-0.099
PF3D7_1115700;-0.036;-0.8825;0.671;-0.7865;-0.1545;-0.599;-0.041;-0.1965
PF3D7_1115800;2.649;0.984;2.465;0.157;0.253;0.259;0.216;-0.101
PF3D7_1115900;1.445;0.454;0.988;0.276;0.33;0.438;0.333;0.688
PF3D7_1116000;-0.87125;-0.0942;-0.7266;-0.00399999999999999;-0.09225;0.0334;0.0446;0.088
PF3D7_1116200;-0.548;-0.575;-0.357;-0.236;-0.381;-0.543;0.219;0.17
PF3D7_1116300;-0.221;-0.389;-0.31;-0.213;-0.222;-0.221;0.116;0.205
PF3D7_1116400;-0.2735;0.3295;-0.221;0.395;0.2845;0.33;0.2025;0.2975
PF3D7_1116500;-0.797;0.1525;-0.5575;0.4215;0.3755;0.354;0.0595;0.033
PF3D7_1116600;0.6325;0.245;0.921;0.0665;0.164;0.3225;0.321;0.186
PF3D7_1116700;0.1405;-0.325;0.4185;-0.5705;-0.1975;-0.281;-0.0975;-0.1745
PF3D7_1116800;0.88;0.084;1.0075;0.034;-0.1235;-0.5725;-0.1925;-0.0655
PF3D7_1117000;-0.989;0.0295;-1.1635;0.054;-0.0735;-0.3525;-0.396;2.741
PF3D7_1117100;-1.315;-0.571;-1.296;0.093;0.1135;0.082;-0.0255;0.136
PF3D7_1117200;-0.5965;0.0473333333333333;-0.349;0.307666666666667;-0.0206666666666667;-0.064;0.101333333333333;-0.346
PF3D7_1117300;-0.267;-0.003;0.384;-0.08;-0.03;-0.086;0.52;0.419
PF3D7_1117400;-0.0545;0.498;0.366;0.183;0.269;0.1875;-0.1525;0.463
PF3D7_1117500;0.26;0.055;0.44;-0.1615;-0.4145;-0.2085;-0.067;-0.2875
PF3D7_1117600;0.848;0.51;0.86;0.279;0.345;0.208;0.342;-0.181
PF3D7_1117700;-0.197;-0.141;0.039;-0.135;-0.22;-0.22;-0.141;-0.183
PF3D7_1117800;-0.154;-0.208;-0.2425;-0.0155;0.023;0.0325;0.0995;0.2325
PF3D7_1117900;-0.253333333333333;-0.104;-0.365;0.019;-0.221;-0.167;-0.016;0.125333333333333
PF3D7_1118000;1.32;0.197;0.539;NA;0.729;0.577;0.506;0.388
PF3D7_1118100;0.676;0.487;0.465;0.294;0.448;0.381;0.655;0.207
PF3D7_1118200;0.046;-0.0655;0.653;-0.249;0.119;0.042;-0.183;-0.418
PF3D7_1118300;-0.2455;-0.195;-0.00333333333333334;-0.0995;-0.0515;-0.078;0.14;-0.128666666666667
PF3D7_1118400;-1.773;-0.652;-0.456;-1.275;-0.95;-0.851;-0.54;-0.361
PF3D7_1118500;0.9285;0.3805;0.892;-0.0645;0.2535;0.1605;0.223;0.262
PF3D7_1118600;0.0225;0.098;-0.204;0.212;0.1;0.591;0.138;0.295
PF3D7_1118700;-0.093;0.127;-0.1265;NA;-0.068;0.0325;-0.045;0.3985
PF3D7_1118800;-1.915;0.0255;-0.229;-0.036;-0.0685;0.0095;0.0225;-0.4575
PF3D7_1118900;0.263;-0.503;-0.225;-0.338;-0.134;-0.001;-0.348;-0.243
PF3D7_1119000;-1.072;-0.4075;-1.2825;-0.064;-0.0515;-0.0335;0.305;0.2665
PF3D7_1119100;-1.227;-0.322;-0.686;-0.555;-0.711;-0.606;-0.171;-0.409
PF3D7_1119200;1.787;0.397;1.288;0.16;0.313;0.245;0.283;NA
PF3D7_1119300;-0.593;0.056;-0.625;0.028;0.083;0.138;0.414;0.23
PF3D7_1119400;-0.797333333333333;0.09;-0.9985;0.31;0.12575;0.192;-0.11875;-0.00475000000000001
PF3D7_1119500;-1.261;-0.183;-0.9475;-0.502;-0.5415;-0.5335;-0.259;-0.2385
PF3D7_1119600;-0.451;-0.248;-0.608;-0.0425;0.069;-0.1605;0.182;-0.066
PF3D7_1119700;-1.545;0.099;-0.01;-0.092;0.1;-0.144;0.111;0.352
PF3D7_1119800;-0.58;0.029;-0.397;-0.118;-0.278;-0.573;-0.199;-0.085
PF3D7_1119900;-0.730666666666667;-0.79;-0.527333333333333;-0.275333333333333;-0.303;-0.320333333333333;-0.176666666666667;-0.23
PF3D7_1120000;-0.1795;-0.276;-0.2305;-0.4015;-0.641;-0.689;-0.139;-0.174
PF3D7_1120100;0.624;0.236;0.06;0.16;0.193;-0.091;-0.08;-0.121
PF3D7_1120200;0.161;0.416;-0.148;0.495;0.498;0.776;0.3;0.447
PF3D7_1120300;-0.4635;-0.2315;-0.253;-0.245;0.0325;0.0495;0.29;0.25
PF3D7_1120400;-0.867;-0.7785;-0.307;-0.377;-0.4895;-0.537;-0.255;-0.239
PF3D7_1120500;-0.4215;-0.196;-0.363;-0.211;0.085;0.098;0.0995;0.0765
PF3D7_1120600;-0.0235;-1.07125;0.0355;-0.683;-0.758;-0.7695;-0.11125;-0.61475
PF3D7_1120700;-0.211;-0.2395;-0.6135;-0.179;0.076;0.0105;0.0385;0.149
PF3D7_1120800;-0.326;-0.247;-0.501;0.237;0.438;0.394;0.139;0.116
PF3D7_1120900;-1.299;-0.275;-0.543;-1.753;-0.158;NA;0.136;0.287
PF3D7_1121000;-0.281;0.2;-0.48;0.433;0.318;0.227;-0.065;0.371
PF3D7_1121100;-1.44933333333333;-0.488;-1.30833333333333;-0.304;-0.510333333333333;-0.483333333333333;-0.252666666666667;-0.136
PF3D7_1121200;-0.535;-0.143;-0.065;-0.151;-0.148;-0.186;0.344;-0.073
PF3D7_1121300;0.0753333333333333;-0.203666666666667;0.331666666666667;-0.5495;-0.0183333333333333;-0.130666666666667;-0.0543333333333333;-0.234333333333333
PF3D7_1121400;NA;0.618;1.061;0.284;0.1525;-0.0665;-0.037;-0.126
PF3D7_1121500;-0.561;-0.285;-0.55;-0.4075;-0.2185;-0.201;-0.3195;-0.1415
PF3D7_1121600;0.921;0.143;0.466;0.039;0.33;0.291;0.311;-0.079
PF3D7_1121700;-0.3115;-0.2805;-0.019;-0.44;-0.275;-0.3125;0.163;-0.079
PF3D7_1121800;0.293;0.6385;0.178;0.161;0.215666666666667;0.1595;-0.147;-0.217
PF3D7_1121900;-0.866;-0.174;-0.0985;-0.057;-0.081;0.0695;-0.0745;-0.2295
PF3D7_1122000;-0.4275;-0.539;-0.078;-0.8735;-0.467;-0.318;-0.175;-0.32
PF3D7_1122100;-0.3405;0.068;-0.248;0.013;0.163;-0.295;-0.0245;-0.003
PF3D7_1122200;1.891;0.243;1.857;-0.07;-0.117;-0.002;0.142;0.496
PF3D7_1122300;0.226;0.467;1.448;-0.286;-0.029;0.294;0.052;-0.06
PF3D7_1122400;-0.484;-0.2215;-0.544;-0.1735;0.0395;-0.249;0.2505;0.2125
PF3D7_1122500;-0.945;-0.12;-0.496;-0.272333333333333;-0.0916666666666667;-0.137333333333333;-0.226;-0.458666666666667
PF3D7_1122600;0.169375;NA;-0.563625;0.70925;0.519875;0.46575;0.025375;0.063375
PF3D7_1122700;-0.316;-0.286;-0.049;-0.188;-0.008;0.059;0.205;0.502
PF3D7_1122800;1.75433333333333;0.637333333333333;1.54033333333333;0.456;0.199;0.393666666666667;-0.179666666666667;-0.0683333333333333
PF3D7_1122900;0.3418;0.1955;0.294714285714286;0.185285714285714;0.1605;0.119714285714286;0.118666666666667;-0.106857142857143
PF3D7_1123000;-0.5845;-0.09775;-0.1995;0.002;-0.2775;-0.26325;-0.346;-0.3345
PF3D7_1123100;0.679;0.65375;0.933;0.308;0.03525;0.09775;-0.073;-0.0135
PF3D7_1123200;-0.41;0.5065;-0.5255;0.4825;0.481;0.508;-0.056;0.1435
PF3D7_1123300;-0.012;0.225;-0.055;0.3025;0.3205;0.427;0.3485;0.3285
PF3D7_1123400;0.187;0.2435;-0.059;0.1295;0.0655;-0.2025;-0.1755;-0.061
PF3D7_1123500;-0.012;-0.229;0.0635;-0.076;-0.2355;0.00249999999999997;0.0055;-0.2945
PF3D7_1123600;1.1355;-0.109;0.9685;0.2185;0.4585;0.3265;0.1335;0.1215
PF3D7_1123700;-0.446;-0.38;-0.7;-0.197;-0.026;-0.251;0.063;-0.108
PF3D7_1123800;-1.4915;-0.5015;-1.183;-0.1835;-0.433;-0.323;-0.14;-0.135
PF3D7_1123900;0.275;0.081;-0.188;0.306;0.122;0.138;0.1;0.014
PF3D7_1124000;0.0245;-0.6355;-0.191;-0.15;-0.114;-0.135;0.00949999999999998;-0.157
PF3D7_1124100;-1.33133333333333;-0.258666666666667;-1.55633333333333;0.172;-0.173666666666667;-0.174;0.116;-0.09
PF3D7_1124200;0.8275;0.387;1.1455;0.088;0.1595;0.244;0.025;0.4545
PF3D7_1124300;-0.129;0.0135;-0.6625;0.158;-0.0505;0.08;0.225;0.078
PF3D7_1124400;0.406;0.086;0.409;-0.117;-0.044;0.101;0.059;0.138
PF3D7_1124500;0.37;0.46;0.9385;0.184;0.2785;0.082;-0.025;-0.0895
PF3D7_1124600;-0.00849999999999999;-0.1975;0.2515;-0.17;-0.32;-0.2825;0.225;-0.4095
PF3D7_1124700;-0.266;0.166;0.02;0.168;-0.154;0.214;0.27;0.104
PF3D7_1124800;1.351;0.296;1.557;0.007;-0.066;-0.126;-0.077;0.084
PF3D7_1124900;-0.447;-0.459;-0.578;-0.368;-0.674;-0.538;-0.044;-0.26
PF3D7_1125000;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_1125100;-0.7495;-0.299;-0.261;-0.5755;-0.405;-0.324;-0.1875;-0.1725
PF3D7_1125200;NA;-0.111;-0.083;0.058;-0.438;-0.468;0.149;-0.079
PF3D7_1125300;0.574333333333333;-0.598333333333333;0.354666666666667;-0.120666666666667;-0.248333333333333;-0.418;0.0256666666666667;-0.242333333333333
PF3D7_1125400;0.3035;-0.484;0.424;0.2995;-0.4295;-0.462;0.1345;-0.345
PF3D7_1125500;-1.161;-0.505;-0.53;-0.479;-0.634;-0.503;-0.449;-0.688
PF3D7_1125700;1.4355;1.028;1.3175;0.266;0.578;0.6035;-0.337;0.665
PF3D7_1125800;0.423;0.699;0.3865;0.347;0.2745;0.4015;-0.4005;0.684
PF3D7_1125900;0.045;-0.149;0.003;-1.732;-0.085;-0.216;0.037;0.067
PF3D7_1126000;-0.612;-0.173;-0.243;-0.295;-0.575;-0.45;-0.212;-0.038
PF3D7_1126100;-0.4415;-0.366;-0.4405;-0.0945;0.0175;0.0055;-0.044;5,00E-04
PF3D7_1126200;-0.096;-0.274;0.278;-0.329;-0.214;0.018;-0.072;-0.163
PF3D7_1126300;0.38;0.046;0.932;-0.293;-0.3105;-0.3285;-0.2355;-0.132
PF3D7_1126400;0.217;-0.169;-0.139;-0.129;-0.296;-0.272;0.342;0.339
PF3D7_1126500;0.422333333333333;-0.0643333333333333;0.480666666666667;0.016;-0.147666666666667;-0.158333333333333;-0.128333333333333;-0.232
PF3D7_1126600;0.3715;0.0185;0.3225;0.3785;0.229;0.139;0.2465;0.172
PF3D7_1126700;-0.02425;1.2125;-0.28725;1.20475;0.75775;0.913;-0.40575;0.94525
PF3D7_1126800;NA;NA;0.5145;-0.571;-0.406;-0.338;NA;-0.166
PF3D7_1126900;0.498;-1.018;0.396;-1.041;0.196;0.06;0.51;0.259
PF3D7_1127000;-0.101;-0.549;-0.431;-0.893;-0.508;-0.421;0.425;0.114
PF3D7_1127100;-0.798;-0.917;-0.661;-0.924;-1.094;-1.279;-0.238;0.028
PF3D7_1127200;NA;NA;0.626;NA;NA;NA;0.472;0.571
PF3D7_1127300;-0.106;-0.166;0.29;-0.259;-0.402;-0.391;0.217;-0.049
PF3D7_1127400;-0.845;NA;-0.745;NA;0.018;-0.178;0.317;0.366
PF3D7_1127500;0.735;-0.065;0.284;-0.123;-0.1585;-0.046;0.278;0.3405
PF3D7_1127600;-0.068;0.151;-0.103;0.138;0.039;0.066;-0.033;0.388
PF3D7_1127700;0.357;-0.172;-0.415;NA;-0.086;-0.193;NA;-0.5255
PF3D7_1127800;-0.2945;-0.388333333333333;-0.0916666666666667;-0.150333333333333;-0.253;-0.360333333333333;0.0113333333333333;-0.149333333333333
PF3D7_1127900;0.104;0.5295;0.379;0.3175;0.591;0.3005;-0.179;0.044
PF3D7_1128000;-0.156;-0.0433333333333333;-0.233333333333333;0.0516666666666667;-0.0846666666666667;0.00299999999999999;-0.315666666666667;-0.282666666666667
PF3D7_1128100;-0.839;-0.436;-0.429;-0.555;-0.199;-0.364;-0.422;NA
PF3D7_1128200;-0.21;0.266;-0.268;0.059;0.01;-0.167;-0.249;0.025
PF3D7_1128300;0.01;0.055;-0.249666666666667;-0.0733333333333333;0.189;-0.113666666666667;-0.251;-0.295666666666667
PF3D7_1128400;-0.1675;-0.1555;-0.108;-0.038;-0.023;0.1105;0.1955;0.1205
PF3D7_1128500;-0.7285;0.0625;-0.0745;-0.0235;-0.398;-0.2395;0.13;-0.192
PF3D7_1128600;2.473;-1.1205;2.318;1.264;0.693;0.945;0.591;0.888
PF3D7_1128700;-0.1395;-0.062;-0.612;0.2735;0.317;0.2295;0.1985;0.4135
PF3D7_1128900;-0.3435;0.2;-0.383;0.19;-0.028;0.1125;-0.084;0.0555
PF3D7_1129000;-0.75;-0.279;-0.85;-0.256;-0.049;-0.275;-0.335;-0.153
PF3D7_1129100;-0.2135;0.062;0.2385;-0.132;-0.035;0.033;0.19;-0.0925
PF3D7_1129200;-0.462;-0.412;-0.715;0.116;0.0985;0.215;0.2435;0.15
PF3D7_1129300;-0.607666666666667;0.00333333333333333;-0.657666666666667;0.121666666666667;-0.101666666666667;0.0716666666666667;0.245666666666667;0.487
PF3D7_1129400;0.801;-0.288;-0.0035;-0.0265;-0.055;-0.0155;0.093;-0.0525
PF3D7_1129500;-1.1625;-0.554;-0.769;-0.282;-0.271;-0.402;-0.093;-0.16
PF3D7_1129600;-0.4725;0.238;-0.1005;0.189;-0.04;0.2515;-0.22;0.2375
PF3D7_1129700;-0.145;-0.056;0.125;-0.166;-0.335;-0.078;NA;-0.245
PF3D7_1129800;2.415;1.016;2.377;0.264;0.499;0.554;0.296;0.459
PF3D7_1129900;0.5745;0.3865;0.3255;0.26;0.384;0.3805;0.224;0.286
PF3D7_1130000;-0.3825;0.1655;-0.1525;0.1765;-0.0875;0.0235;-0.092;-0.4
PF3D7_1130100;-0.967;-0.662;-0.541;-0.694;-0.664;-0.8;-0.291;-0.67
PF3D7_1130200;0.351;-0.204;-0.175;-0.629;0.13;-0.013;-0.13;-0.199
PF3D7_1130400;-0.7315;0.1375;-0.3435;0.055;0.1525;0.1255;0.022;0.027
PF3D7_1130500;-0.0815;0.0175;-0.4535;0.1835;0.1805;0.127;-0.0015;-0.1775
PF3D7_1130600;0.841;0.1915;0.474;0.0975;0.0895;0.2685;-0.1595;-0.3555
PF3D7_1130700;-0.638666666666667;-0.0283333333333333;-0.539333333333333;0.112;-0.112333333333333;-0.0723333333333333;0.00933333333333333;-0.146666666666667
PF3D7_1130800;-0.607;0.249;-0.6195;0.0925;-0.0695;-0.0625;0.1135;0.2665
PF3D7_1130900;-0.56;0.031;0.3655;0.067;-0.624;-0.479;0.078;0.0365
PF3D7_1131000;0.019;NA;-0.245;0.132;0.127;0.09;-0.355;-0.489
PF3D7_1131100;-0.287;-0.31;-0.6105;-0.2235;-0.4295;-0.1715;-0.043;-0.0105
PF3D7_1131200;1.178;0.215;0.506;-0.175;0.214;0.253;0.06;0.045
PF3D7_1131300;-0.2745;-0.251;-0.546;-0.0805;-0.2695;-0.1985;0.126;0.285
PF3D7_1131400;0.388;0.255333333333333;0.0363333333333333;0.0796666666666667;0.228;0.0183333333333333;0.492666666666667;0.026
PF3D7_1131500;1.299;0.581;1.683;0.316;0.238;0.147;0.141;0.037
PF3D7_1131600;0.47975;-0.087;0.1164;-0.0296666666666666;-0.0365;-0.0382;-0.2372;-0.0338
PF3D7_1131800;-0.0306666666666667;-0.067;-0.16;0.24;-0.0453333333333333;-0.00299999999999997;-0.00133333333333334;-0.0433333333333333
PF3D7_1131900;0.6065;0.1925;0.4435;0.357;0.3095;0.301;0.2175;0.1985
PF3D7_1132000;0.296;0.1675;0.577;0.056;0.06;0.2515;-0.0035;0.0595
PF3D7_1132100;0.3395;-0.584;0.157;-0.396;0.0035;0.0405;0.05;-0.037
PF3D7_1132200;0.3435;-0.188;0.103;0.0985;0.023;0.102;0.195;0.122
PF3D7_1132300;-1.673;-0.587;-0.91;-0.777;-0.744;-0.278;-0.477;-0.524
PF3D7_1132400;0.822333333333333;-0.1835;0.86;-0.137;-0.125;-0.263;-0.123666666666667;-0.481
PF3D7_1132500;0.6815;0.0125;0.5185;-0.0345;0.212;0.1645;0.1235;0.2005
PF3D7_1132600;-0.4975;-0.1655;-0.7065;-0.0285;-0.2225;-0.012;0.2775;0.211
PF3D7_1132700;-0.929;-0.51;-1.155;-0.01;0.069;-0.154;0.056;0.199
PF3D7_1132800;-0.525;0.036;-0.093;-0.137;-0.117;-0.04;-0.085;0.051
PF3D7_1132900;0.427;-0.057;0.587;-0.354;-0.287;-0.041;0.126;-0.073
PF3D7_1133000;NA;0.994;1.705;0.079;1.011;0.875;0.236;0.418
PF3D7_1133100;-0.1825;0.03;0.184;0.062;0.025;-0.0485;0.0345;-0.0975
PF3D7_1133200;-0.45475;-0.204;-0.335;-0.328;-0.3465;-0.222;-0.27375;-0.339
PF3D7_1133300;-0.209;-0.034;0.041;0.028;0.083;0.11;0.019;0.047
PF3D7_1133400;0.3565;0.201;-0.132;0.1845;0.1195;0.0785;-0.502;0.389
PF3D7_1133500;-1.9225;-0.3995;-1.2455;-0.5935;-0.271;-0.1905;-5,00E-04;-0.314
PF3D7_1133600;2.6365;0.877;2.781;0.254;0.492;0.1515;0.1935;0.1095
PF3D7_1133700;2.423;0.7385;2.185;0.166;-0.2315;-0.0865;-0.0415;0.0845
PF3D7_1133800;-0.397;0.065;0.043;-0.112;-0.069;0.03;0.03;-0.1445
PF3D7_1133900;-0.652;-0.0125;-0.40875;-0.03575;-0.33475;-0.24275;NA;-0.347
PF3D7_1134000;-0.00950000000000001;-0.2985;0.0695;-0.4705;-0.715;-0.608;-0.331;-0.3125
PF3D7_1134100;-0.489;-0.072;-0.144;-0.1195;-0.0315;0.004;0.263;0.2105
PF3D7_1134200;0.162333333333333;0.226666666666667;0.632666666666667;-0.0916666666666667;-0.00666666666666666;-0.0516666666666667;-0.280666666666667;-0.618333333333333
PF3D7_1134300;-0.15075;0.08625;-0.56275;0.2205;0.121;-0.1025;-0.00375;0.0245
PF3D7_1134400;-0.576;-0.544;-0.899;-0.279;-0.423;-0.468;0.377;0.397
PF3D7_1134500;-0.552666666666667;-0.259333333333333;-0.262;-0.268;-0.073;-0.106666666666667;-0.181333333333333;-0.235
PF3D7_1134600;1.634;0.696;1.55966666666667;0.5915;0.363;0.384666666666667;-0.124;0.403
PF3D7_1134700;0.217666666666667;0.200333333333333;0.888666666666667;0.0136666666666667;-0.00733333333333334;-0.0806666666666667;0.0756666666666667;-0.155666666666667
PF3D7_1134800;-0.8695;-0.6885;0.3145;-0.3715;-0.2295;-0.433;-0.002;0.0755
PF3D7_1134900;0.8295;0.8255;0.1465;0.5415;0.332;0.722;0.1935;0.2895
PF3D7_1135000;0.645;0.112;0.832;0.042;0.148;0.094;0.128;0.271
PF3D7_1135100;0.7375;-0.107;0.671;0.124;0.1175;0.1555;0.2155;0.4985
PF3D7_1135300;-1.14;0.1505;-0.0685;-0.0775;0.131;-0.055;-0.0025;-0.0125
PF3D7_1135400;0.342;-0.43;-0.082;-0.098;0.188;-0.093;0.12;0.275
PF3D7_1135500;-0.66;-0.265;-0.558;-0.486;-0.321;-0.339;-0.059;NA
PF3D7_1135600;NA;-0.023;0.347666666666667;NA;NA;NA;-0.0763333333333333;-0.265333333333333
PF3D7_1135800;0.139;0.107;0.487;-0.267;-0.097;-0.081;0.252;0.062
PF3D7_1135900;-0.084;-0.116;0.125;-0.066;0.078;-0.074;-0.094;-0.158
PF3D7_1136000;0.2585;-0.086;0.394;-0.102166666666667;-0.245;-0.187833333333333;-0.138333333333333;-0.320166666666667
PF3D7_1136100;-0.3885;0.2505;-0.2545;-0.232;0.085;0.1025;0.1735;0.294
PF3D7_1136200;0.337;0.4605;0.105;0.6045;0.6765;0.375;0.206;0.7895
PF3D7_1136300;-0.7895;-0.647;-0.982;-0.333;-0.5695;-0.58;-0.471;-0.562
PF3D7_1136400;-0.693;-0.225;-0.1355;-0.2255;-0.3265;-0.2415;0.0095;-0.137
PF3D7_1136500;-0.401;-0.274;-0.352;-0.268;-0.166;-0.214;0.09;-0.073
PF3D7_1136600;0.1075;-0.1575;0.296;-0.186;-0.225;-0.291;-0.167;-0.3805
PF3D7_1136700;0.961;0.83;1.543;0.5055;0.449;0.447;0.0385;0.304
PF3D7_1136800;-0.28;-0.396;-0.043;-0.971;-0.182;0.019;0.315;-0.083
PF3D7_1136900;0.315;0.9475;NA;-0.248;0.418;0.4145;NA;0.2405
PF3D7_1137100;-1.317;-0.47;-1.715;0.022;0.013;-0.133;-0.21;-0.29
PF3D7_1137200;0.129;0.418;0.1565;0.2725;0.4995;0.355;-0.015;0.6195
PF3D7_1137300;0.855;0.321;0.7285;0.0775;0.152;0.1805;0.0345;0.012
PF3D7_1137400;-0.11;-0.219;-0.3395;-0.0445;0.044;-0.027;-0.088;-0.2315
PF3D7_1137500;-0.271;-0.247;0.171;-0.263;-0.197;-0.293;-0.054;-0.171
PF3D7_1137600;NA;NA;NA;NA;NA;-0.046;NA;0.4515
PF3D7_1137700;0.948;0.631;0.661;0.191;0.6505;0.06;NA;0.099
PF3D7_1137900;0.129;-0.14325;0.02375;-0.39025;-0.06175;-0.03225;-0.161;-0.1265
PF3D7_1138000;0.2048;0.2455;0.3982;-0.05175;-0.0976;-0.1446;-0.148;-0.065
PF3D7_1138100;-0.286;-0.079;-0.287;0.117;0.075;0.039;0.549;0.608
PF3D7_1138200;-0.448;-1.854;-0.825;0.133;-0.297;-0.118;0.305;0.446
PF3D7_1138400;0.537833333333333;0.280428571428571;0.164857142857143;0.248428571428571;0.0605;0.102857142857143;-0.0338571428571429;0.083
PF3D7_1138500;0.945;0.2365;0.352;0.4555;0.097;0.465;0.091;0.00299999999999999
PF3D7_1138600;-1.0055;-0.2395;-0.4985;-0.143;-0.2755;-0.2;-0.103;0.0665
PF3D7_1138700;-0.216;-0.213;-0.394333333333333;-0.111;-0.451;-0.282333333333333;-0.266666666666667;-0.019
PF3D7_1138800;0.506222222222222;0.110777777777778;0.260555555555556;-0.0114444444444444;0.0726666666666667;-0.0113333333333333;-0.0948888888888889;-0.316555555555556
PF3D7_1139100;0.89;0.349666666666667;1.5545;0.0956666666666667;-0.0966666666666667;-0.0883333333333333;-0.1225;-0.0323333333333333
PF3D7_1139200;-1.1205;-0.00149999999999999;-0.1795;0.116;0.066;0.1665;0.041;-0.079
PF3D7_1139300;1.81475;0.314;1.4965;0.043;-0.0325;-0.000999999999999996;-0.08175;0.01375
PF3D7_1139500;NA;0.427;0.451;NA;0.324;-0.4325;-0.11;0.05
PF3D7_1139600;0.427;0.323;0.58;-0.251;-0.027;-0.202;-0.178;0.413
PF3D7_1139700;-0.731;-0.1465;-0.398;-0.2065;0.003;-0.049;-0.146;0.022
PF3D7_1139800;0.081;-0.209;0.171;-0.02125;-0.022;-0.197666666666667;-0.02;-0.0283333333333333
PF3D7_1139900;-0.006;-0.69;0.407;-0.37;-0.071;-0.243;-0.11;-0.152
PF3D7_1140000;0.14825;0.48;0.32525;0.2495;NA;0.18575;0.121;0.147
PF3D7_1140100;-1.17;-0.14;-0.206;-0.256;-0.03;0.165;0.217;0.258
